Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
320089.0,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144.0,SANDOVAL,5059947402.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Not Available,Results are not available for this reporting period.,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,"3001 BROADMOOR BLVD NE RIO RANCHO, NM (35.307351, -106.677003)",https://hsc.unm.edu/health/locations/sandoval-regional-medical-center.html,https://hsc.unm.edu/health/for-medical-professionals/srmc-medical-staff.html,https://www.vitals.com/hospital/3hkww6/unm-sandoval-regional-medical-center-rio-rancho,True
263302.0,CHILDRENS MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108.0,JACKSON,8162343000.0,Childrens,Voluntary non-profit - Private,True,True,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,"2401 GILLHAM ROAD KANSAS CITY, MO (39.084, -94.57904)",https://www.childrensmercy.org/,https://www.facebook.com/ChildrensMercy/,https://en.wikipedia.org/wiki/Children%27s_Mercy_Hospital,True
250034.0,BAPTIST MEMORIAL HOSPITAL NORTH MS,1100 BELK BLVD,OXFORD,MS,38655.0,LAFAYETTE,6622328100.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1100 BELK BLVD OXFORD, MS (34.346609, -89.5212)",https://www.baptistonline.org/locations/north-mississippi,https://www.baptistonline.org/locations/north-mississippi/services,https://www.facebook.com/BaptistNorthMississippi/,True
290009.0,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503.0,WASHOE,7757703000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,4,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"235 W 6TH ST RENO, NV (39.531619, -119.818243)",https://www.saintmarysreno.com/,https://www.saintmarysreno.com/Contact-Us.aspx,https://www.saintmarysreno.com/Careers.aspx,True
330005.0,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,14210.0,ERIE,7168598620.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"726 EXCHANGE STREET, SUITE 522 BUFFALO, NY (42.87459, -78.850067)",https://m.kaleidahealth.org/careers/corporate-employment.asp,http://www.kaleidahealth.org/,https://www.kaleidahealth.org/careers/benefits.asp,True
260190.0,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063.0,JACKSON,8162825000.0,Acute Care Hospitals,Proprietary,True,True,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"2100 SE BLUE PARKWAY LEES SUMMIT, MO (38.902285, -94.332151)",https://leessummitmedicalcenter.com/,https://leessummitmedicalcenter.com/careers/search.dot,https://leessummitmedicalcenter.com/about/contact-us/,True
313302.0,WEISMAN CHILDRENS REHABILITATION HOSPITAL,"92 BRICK ROAD, 3RD FLOOR",MARLTON,NJ,8053.0,BURLINGTON,8564894520.0,Childrens,Proprietary,True,True,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"92 BRICK ROAD, 3RD FLOOR MARLTON, NJ (39.880588, -74.919209)",http://www.weismanchildrens.com/,http://www.weismanchildrens.com/Locations.cfm,https://www.burlingtonresourcenet.org/search/weisman-children-s-rehabilitation-hospital/,True
230176.0,BEAUMONT HOSPITAL - TRENTON,5450 FORT STREET,TRENTON,MI,48183.0,WAYNE,7346713800.0,Acute Care Hospitals,Voluntary non-profit - Private,False,True,4,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"5450 FORT STREET TRENTON, MI (42.115786, -83.211814)",https://www.beaumont.org/locations/beaumont-hospital-trenton,https://www.beaumont.org/locations/beaumont-hospital-trenton/patient-and-family-information/department-phone-numbers,https://www.beaumont.org/locations/beaumont-medical-office-building-trenton,True
260191.0,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376.0,ST. CHARLES,6369169000.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,2,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,"10 HOSPITAL DR SAINT PETERS, MO (38.792719, -90.579377)",https://www.bjsph.org/,https://www.bjsph.org/contact-us,https://www.bjsph.org/About/Directions-and-Campus-Maps,True
260209.0,FULTON MEDICAL CENTER LLC,10 SOUTH HOSPITAL DRIVE,FULTON,MO,65251.0,CALLAWAY,5736423376.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"10 SOUTH HOSPITAL DRIVE FULTON, MO (38.842247, -91.966202)",http://www.fultonmedicalcenter.org/,https://www.facebook.com/FultonMedicalCenterFMC/,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapid=6488353,True
230222.0,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670.0,MIDLAND,9898393000.0,Acute Care Hospitals,Voluntary non-profit - Other,True,True,3,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"4000 WELLNESS DRIVE MIDLAND, MI (43.635617, -84.261689)",https://www.midmichigan.org/about/our-affiliates/medical-centers/Midland/,https://www.midmichigan.org/,https://www.midmichigan.org/locations/,True
330191.0,GLENS FALLS HOSPITAL,100 PARK STREET,GLENS FALLS,NY,12801.0,WARREN,5189261000.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,"100 PARK STREET GLENS FALLS, NY (43.308335, -73.644551)",https://www.glensfallshospital.org/contact,https://www.glensfallshospital.org/,https://www.glensfallshospital.org/careers,True
230078.0,LAKELAND HOSPITAL WATERVLIET,400 MEDICAL PARK DR,WATERVLIET,MI,49098.0,BERRIEN,2694633111.0,Acute Care Hospitals,Voluntary non-profit - Private,False,True,4,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Above the national average,,Same as the national average,,"400 MEDICAL PARK DR WATERVLIET, MI (42.184866, -86.25076)",https://www.lakelandhealth.org/locations/Detail/lakeland-hospital-watervliet/f3a140ad-c230-6723-add8-ff0000ca780f,https://www.lakelandhealth.org/locations,https://www.lakelandhealth.org/locations/Detail/community-medical-center-family-medicine-watervliet/051640ad-c230-6723-add8-ff0000ca780f,True
330073.0,UNITED MEMORIAL MEDICAL CENTER BATAVIA NY,127 NORTH STREET,BATAVIA,NY,14020.0,GENESEE,5853436030.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,"127 NORTH STREET BATAVIA, NY (43.003997, -78.177592)",https://www.rochesterregional.org/locations/hospitals/united-memorial-medical-center,https://www.batavianewyork.com/for-residents/pages/united-memorial-medical-center,https://www.facebook.com/UnitedMemorialMedicalCenter/,True
330265.0,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432.0,ONTARIO,3154629561.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,2,,Same as the national average,,Not Available,Results are not available for this reporting period.,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"2 COULTER ROAD CLIFTON SPRINGS, NY (42.960473, -77.139252)",https://www.rochesterregional.org/locations/hospitals/clifton-springs-hospital-clinic,https://en.wikipedia.org/wiki/Clifton_Springs_Hospital_%26_Clinic,https://www.facebook.com/CliftonSpringsHospital/,True
330239.0,UPMC CHAUTAUQUA WCA,207 FOOTE AVENUE,JAMESTOWN,NY,14701.0,CHAUTAUQUA,7164870141.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,"207 FOOTE AVENUE JAMESTOWN, NY (42.091237, -79.23295)",https://www.wcahospital.org/,https://www.wcahospital.org/about-us/phone-numbers.html,https://www.wcahospital.org/contact-us/,True
260210.0,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118.0,ST. LOUIS CITY,3148657000.0,Acute Care Hospitals,Proprietary,True,True,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period.,"3933 S BROADWAY SAINT LOUIS, MO (38.583359, -90.227557)",http://www.stalexiushospital.com/,http://www.stalexiushospital.com/new/contact-us/,https://www.yelp.com/biz/st-alexius-hospital-st-louis-2,True
240010.0,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,ROCHESTER,MN,55902.0,OLMSTED,5072555123.0,Acute Care Hospitals,Voluntary non-profit - Church,True,True,5,,Above the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1216 SECOND STREET SOUTHWEST ROCHESTER, MN (44.021643, -92.481355)",https://www.mayoclinic.org/patient-visitor-guide/minnesota/clinic-hospital-buildings/mayo-clinic-hospital-saint-marys-campus,https://www.mayoclinic.org/about-mayo-clinic/contact,https://www.mayoclinic.org/patient-visitor-guide/minnesota,True
260227.0,BLACK RIVER COMMUNITY MEDICAL CENTER,217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,MO,63901.0,BUTLER,5736866001.0,Acute Care Hospitals,Voluntary non-profit - Private,True,True,3,,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Same as the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"217 PHYSICIANS PARK DRIVE POPLAR BLUFF, MO (36.770882, -90.456445)",https://www.healthcare4ppl.com/hospital/missouri/poplar-bluff/black-river-community-medical-center-260227.html,https://blackrivermedical.com/,https://www.yelp.com/biz/black-river-community-medical-center-poplar-bluff-2,True
