 Item Description,Charge Amount
PLATE VA-LCP 2.7MM 3.5MM MEDL DSTLHUM 4H/RT/108 MM LONG STERILE,2328.45
PLATE VA-LCP 2.7MM 3.5MM MEDLDHP 4H/RT/111MM LONG,2302.8
PLATE VA-LCP 2.7MM 3.5MM MEDLDHP 4H/RT/111MM LONG STERILE,2396.85
PLATE VA-LCP 2.7MM 3.5MM MEDLDHP 7H/RT/127MM LONG STERILE,2328.45
PLATE VA-LCP 2.7MM MEDL DISTHUM 5HR/RT 12MM LONG,2232.98
PLATE VA-LCP 2.7MM MEDLDIST HUM 4H/RT 108MM LONG,2232.98
PLATE VA-LCP DISTAL RADIUS  RIM 2.4 MM PL/6H HD/5H,1973.63
PLATE VA-LCP DISTAL RADIUS  RIM 2.4 MM PL/7H HD/5H,1973.63
PLATE VA-LCP DISTAL RADIUS  RIM 2.4 X 57 MM,1878.15
PLATE VA-LCP DISTAL RADIUS RIM 2.4MM X 75MM,1878.15
PLATE VA-LCP FIRST TMT FUSION LARGE  TI 2.4/2.7MM,1992.15
PLATE VA-LCP TIBIA PROX LARGE BEND. 3.5MM 10H 177MM RIGHT,3489.83
PLATE VA-LCP TIBIA PROX SMALL BEND. 3.5MM 4H 87MM RIGHT,2999.63
PLATE VARIAX 2 COMPRESSION STRAIGH BAORD RANGE 6 HOLE,1191.6
PLATE VARIAX 3 HOLE RIGHT,2056.05
PLATE VARIAX A-VOLAR DR LCKG NARROW LEFT,1860.3
PLATE VARIAX A-VOLAR DR LCKG NARROW RIGHT,1860.3
PLATE VARIAX A-VOLAR DR LCKG NARROW-LONG LEFT,2146.5
PLATE VARIAX A-VOLAR DR LCKG STD LEFT,1860.3
PLATE VARIAX A-VOLAR DR LCKG STD RIGHT,1860.3
PLATE VARIAX A-VOLAR DR LCKG STD-LNG RIGHT,2146.5
PLATE VARIAX BROAD STRAIGHT LONG 63MM,2171.4
PLATE VARIAX BROAD STRAIGHT SHORT 48MM,1892.1
PLATE VARIAX CALCANEUS MESH -MEDIUM,2627.1
PLATE VARIAX CURVED 6-HL 49MM,2396.1
PLATE VARIAX DISTAL LAT FIBULA 3-HOLE 77MM,1837.68
PLATE VARIAX DISTAL LAT FIBULA 4-HOLE 89MM,1837.68
PLATE VARIAX DISTAL LAT FIBULA 5-HOLE 101MM,1837.68
PLATE VARIAX DISTAL LAT FIBULA 6-HOLE 113MM,1906.5
PLATE VARIAX DISTAL LAT FIBULA 7 HOLE,2070.18
PLATE VARIAX DISTAL LAT FIBULA 8-HOLE 137MM,2070.18
PLATE VARIAX DISTAL LAT FIBULA 9-HOLE 149MM,2070.18
PLATE VARIAX DISTAL RADIAL COLUMN LCKG LONG,1359.45
PLATE VARIAX DISTAL RADIAL COLUMN LCKG SHORT,1359.45
PLATE VARIAX DISTAL RADIAL STANDARD 100MM 8 HOLES,2976.75
PLATE VARIAX DR ULNAR COLUMN LCKG SHORT RIGHT,1359.45
PLATE VARIAX FIBULA STRAIGHT 10-HOLE 132MM,1302
PLATE VARIAX FIBULA STRAIGHT 3-HOLE 40.5MM,1253.63
PLATE VARIAX FIBULA STRAIGHT 5-HOLE 72MM,1253.63
PLATE VARIAX FIBULA STRAIGHT 6-HOLE 84MM,1253.63
PLATE VARIAX FIBULA STRAIGHT 7 HOLE 96MM,1253.63
PLATE VARIAX FUBULA STRAIGHT 10 HOLE 132MM STERILE,0
PLATE VARIAX TI DISTAL MEDIAL 116MM 6HL,2158.65
PLATE VARIAX TI DISTAL MEDIAL 92MM 4-HL,2158.65
PLATE VARIAX TI DISTAL POSTERIOR LAT 105MM 4-HL LEFT,2158.65
PLATE VARIAX TI DISTAL POSTERIOR LAT 105MM 4-HL RIGHT,2158.65
PLATE VARIAX TI EXT DISTAL MEDIAL 96MM 4-HL,2158.65
PLATE VARIAX TI OLECRANON 113 MM 6-HL RT,0
PLATE VARIAX TI OLECRANON 113MM 6-HL LEFT,2158.65
PLATE VARIAX TI OLECRANON 89MM 4-HL LEFT,2158.65
PLATE VARIAX TI OLECRANON 89MM 4-HL RIGHT,2158.65
PLATE VARIAX U-VOLAR DR LCKG NARROW-LNG,1574.1
PLATE VARIAX U-VOLAR DR LCKG STD-SHORT,1574.1
PLATE VARIAX2 POLYAXIAL LOCKING LEFT,3773.7
PLATE VARIAX2 POLYAXIAL LOCKING RIGHT (T8),3773.7
PLATE VECTRA 1-LEVEL 12MM,1500
PLATE VECTRA 1-LEVEL 14MM,1500
PLATE VECTRA 1-LEVEL 20MM,1500
PLATE VECTRA 2-LEVEL 28 MM,1750
PLATE VECTRA 2-LEVEL 34 MM,1750
PLATE VECTRA 2-LEVEL 36 MM,1750
PLATE VECTRA 48 MM,2000
PLATE VERSA-FX II  SHORT TUBE 130DX5H,1060
PLATE VERSA-FX II SHORT TUBE 135DX4H,1060
PLATE VERSA-FX II SHORT TUBE 135DX5H,1060
PLATE VERSA-FX II SHORT TUBE 140DX4HOLE,1060
PLATE VERSA-FX II SHORT TUBE 140DX5HOLE,688.98
PLATE VERSA-FX II SHORT TUBE 145DX4 HOLE,642.1
PLATE VERSA-FX II SHORT TUBE 150DX4 HOLE,662.48
PLATE VERSA-FX II STD TUBE 130D X 2 HOL,1060
PLATE VERSA-FX II STD TUBE 130D X 6 HOL,1060
PLATE VERSA-FX II STD TUBE 130D X 6 HOLE,1060
PLATE VERSA-FX II STD TUBE 130D X 8 HOL,642.1
PLATE VERSA-FX II STD TUBE 135D X 4H,1060
PLATE VERSA-FX II STD TUBE 135D X 6 H,1060
PLATE VERSA-FX II STD TUBE 135DX2H,1060
PLATE VERSA-FX II STD TUBE 140DX 6 HOLE,642.1
PLATE VERSA-FX II STD TUBE 140DX2 HOLE,642.1
PLATE VERSA-FX II STD TUBE 140DX4 HOLE,1060
PLATE VERSA-FX II STD TUBE 145DX6 HOLE,642.1
PLATE VERSA-FX II STD TUBE 150DX4 HOLE,642.1
PLATE VERSA-FX II SUPRACONDYLR 90DX6H,1059.98
PLATE VERSA-FX SHORT TUBE 130D X 4 HOLE,1060
PLATE VOLAR 15 HOLE,3402
PLATE VOLAR 4 HOLE 2 COLUMN,1956.53
PLATE VOLAR 5H RIGHT,3146.4
PLATE VOLAR 6 HOLE 2 COLUMN,1956.53
PLATE VOLAR ANATOMICAL 8 HOLE49MM EXTRASHORTLEFT,1949.4
PLATE VOLAR BEARING 3H 4 PEG RIGHT,2487.5
PLATE VOLAR DR NARROW  RIGHT 8 HOLES  EXTRASHORT,1949.4
PLATE VOLAR FIXED ANGLE 5-HOLE LEFT,2487.5
PLATE VOLAR INTEREDIATE RIGHT,1949.4
PLATE VOLAR INTERMEDIATE 11 HOLE 56MM SHORT LEFT,1949.4
PLATE VOLAR INTERMEDIATE 11 HOLE 56MM SHORT RIGHT,1949.4
PLATE VOLAR INTERMEDIATE 14 HOLE 76MM LONG LEFT,2246.4
PLATE VOLAR INTERMEDIATE 8 HOLE 100MM NARROW RIGHT,2976.75
PLATE VOLAR INTERMEDIATE LEFT,1949.4
PLATE VOLAR SHEAR,2487.5
PLATE VOLAR STANDARD 10 HOLES 49MM LEFT EXTRA SHORT,1949.4
PLATE VOLVAR DISTAL RADIUS 5 H SHAFT RT,3146.4
PLATE VOLVAR DISTAL RADIUS 7 H SHAFT RT STERILE,3220.5
PLATE VULAR NARROW DISTAL RADIUS PLATE,4500
PLATE WRIST FUSION,3286.05
PLATE WRIST FUSION SHORT BEND,3286.05
PLATE WRIST FUSION STRAIGHT,3286.05
PLATE X  2.4/2.7 TITANIUM VA LOCKING  MEDIUM,1902.38
PLATE X  2.4/2.7 TITANIUM VA LOCKING  SMALL,1902.38
PLATE X 2.4/2.7 TITANIUM VA LOCKING XTRA SMALL,1902.38
PLATE X MEDIUM TI 3.0MM,2000
PLATE X STYLE,760
PLATE X/DOUBLE Y 4-HOLE 0.4MM,235
PLATE XXL VOLAR DR 2.7MM 5H 74MM,3099.25
PLATE Y  1.5MM VA LCP 3 HOLE HEAD 7 HOLE SHAFT,896.33
PLATE Y 5 HOLE,443.6
PLATE Y TIT 3 H HD/8 H SHFT 1.5X46MM,446.03
PLATE ZERO 7MM TI,3500
PLATE ZERO TI 6MM,3500
PLATE. LCP 3H HD/4H SHFT OR 3.5X63MM,723.9
PLATE-L MINI-FRAG 2.7MM X 32MM LEFT,130
"PLATES DISTAL RAD STD 2.5 ADAPTIVE,",3260
PLATES TRILOCK 2.5 RADIUS NAR SHT VOLAR RIGHT (BABY FOOT),3105.38
PLATES TRILOCK OLECRANON  10H LEFT,2425.5
PLATES TRI-LOCK OLECRANON 10H RIGHT,2425.5
PLATE-T 3H-HEAD 5H-SHAFT 68MM,160.53
PLATE-T 4H-HEAD 4H-SHAFT 56MM,649.75
PLATE-T DISTAL TIBIA 3.5MM 8H 132MM,2503.73
PLATE-T DISTAL TIBIA 5H,1503.38
PLATE-T LCK OBL-3H HD 3H,866.88
PLATETHINFLAP BOX  4-HOLE 13MM,780
PLATETI TOMOFIX TIBIA MEDIAL HIGH SM 4 HOLES,2555.03
PLATE-X TI MATRIX NEURO,470.25
PLATE-Y CALCANEAL 3.5  X 87MM,333.45
PLATE-Y TI MATRIX NEURO 5-H,470.25
PLATINUM CLASS NON-RETRACT GRASP FORCEPS 3-WIRE 3FR X 115CM,460.13
PLATINUM CLASS NON-RETRACT GRASP FORCEPS 3-WIRE 3FR X 115CM,804.42
PLATINUM PLUS WIRE 14/300,445.14
PLEURX PLEURAL CATHETER KIT,2362.5
PLEXUR M BONE GRAFT LARGE 6100-010,5799.13
PLEXUR M BONE GRAFT REGULAR 6100-005,3119.5
PLEXUR M BONE GRAFT X-LARGE 6100-020,8183.38
PLEXUR M DRAPE 44 X 44 STERILE,286.88
PLIER LINEMAN W/CUTTER 8IN,697.01
PLUG 10MM AMPLATZER,1942.5
PLUG 14MM AMPLATZER,1830.4
PLUG AAA ILIAC,4857.5
PLUG CAP SCREW,125
PLUG CEMENT CLEARCUT 10MM,0
PLUG CEMENT CLEARCUT 12MM,0
POLYGRAB TRIPODE DISPOSIBLE,300.99
POLYMER CUSTOMSEAL KIT,625
PORT DUAL,1294.38
PORT DUAL LUMEN,1032.9
PORT HICKMAN SUBCUTANEOUS,647.2
PORT SINGLE,917.38
PORT SLIM ROSENBLATT,877.5
PORTAL ENTRY KIT,1055.57
PORTAL TUBE,1800
POSITIONING AND SIZING SYSTEM,810
POST EX-FIX 30-DEG OUTRIGGER POST 11 MM,469.4
POST EX-FIX STRAIGHT OUTRIGGER POST 11 MM,469.4
POST SHORT,518.4
POWDER SURGIFOAM 1 GRAM,154.31
POWERED BENT TISSUE EXTRACTOR BRUSH,1125
POWERFLEX P3 12MM X 4CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 4MM X 2CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 4MM X 2CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 4MM X 4CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 4MM X 8CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 10CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 2CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 2CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 2CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 4CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 4CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 4CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 6CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 5MM X 8CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 6MM X 10CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 6MM X 2CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 6MM X 2CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 6MM X 2CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 6MM X 4CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 6MM X 4CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 6MM X 8CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 7MM X 2CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 7MM X 2CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 7MM X 2CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 7MM X 4CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 7MM X 4CM X 135 PTA DILATATION CATH,450
POWERFLEX P3 7MM X 4CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 8MM X 2CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 8MM X 2CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 8MM X 4CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 8MM X 4CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 9MM X 2CM X 110 PTA DILATATION CATH,450
POWERFLEX P3 9MM X 2CM X 80 PTA DILATATION CATH,450
POWERFLEX P3 9MM X 4CM X 110 PTA DILATATION CATH,450
POWERFLEX PRO 10MM X 02CM X 135 PTA DIL CATH,450
POWERFLEX PRO 10MM X 20CM X 80 PTA DIL CATH,450
POWERFLEX PRO 10MM X 40CM X 135 PTA DIL CATH,450
POWERFLEX PRO 10MM X 40CM X 80 PTA DIL CATH,450
POWERFLEX PRO 12MM X 20CM X 135 PTA DIL CATH,450
POWERFLEX PRO 12MM X 20CM X 80 PTA DIL CATH,450
POWERFLEX PRO 12MM X 40CM X 135 PTA DIL CATH,450
POWERFLEX PRO 12MM X 40CM X 80 PTA DIL CATH,450
POWERFLEX PRO 3MM X 40CM X 135CM PTA DIL CATH,450
POWERFLEX PRO 3MM X 80CM X 135CM PTA DIL CATH,450
POWERFLEX PRO 4MM X 100CM X 135 PTA DIL CATH,450
POWERFLEX PRO 4MM X 150CM X 135 PTA DIL CATH,517.5
POWERFLEX PRO 4MM X 20CM X 135CM PTA DIL CATH,450
POWERFLEX PRO 4MM X 220CM X 135 PTA DIL CATH,517.5
POWERFLEX PRO 4MM X 40CM X 135CM PTA DIL CATH,450
POWERFLEX PRO 4MM X 60CM X 135CM PTA DIL CATH,450
POWERFLEX PRO 4MM X 80CM X 135 PTA DIL CATH,450
POWERFLEX PRO 5MM X 100CM X 135 PTA DIL CATH,450
POWERFLEX PRO 5MM X 150CM X 135 PTA DIL CATH,517.5
POWERFLEX PRO 5MM X 20CM X 135 PTA DIL CATH,450
POWERFLEX PRO 5MM X 20CM X 80 PTA DIL CATH,450
POWERFLEX PRO 5MM X 220CM X 135 PTA DIL CATH,517.5
POWERFLEX PRO 5MM X 40CM X 135 PTA DIL CATH,450
POWERFLEX PRO 5MM X 40CM X 80 PTA DIL CATH,450
POWERFLEX PRO 5MM X 60CM X 135 PTA DIL CATH,450
POWERFLEX PRO 5MM X 80CM X 135 PTA DIL CATH,450
POWERFLEX PRO 6MM X 100CM X 135 PTA DIL CATH,450
POWERFLEX PRO 6MM X 150CM X 135 PTA DIL CATH,517.5
POWERFLEX PRO 6MM X 20CM X 135 PTA DIL CATH,450
POWERFLEX PRO 6MM X 20CM X 80 PTA DIL CATH,450
POWERFLEX PRO 6MM X 220CM X 135 PTA DIL CATH,517.5
POWERFLEX PRO 6MM X 40CM X 135 PTA DIL CATH,450
POWERFLEX PRO 6MM X 40CM X 80 PTA DIL CATH,450
POWERFLEX PRO 6MM X 60CM X 135PTA DIL CATH,450
POWERFLEX PRO 6MM X 80CM X 135 PTA DIL CATH,450
POWERFLEX PRO 7MM X 100CM X 135 PTA DIL CATH,450
POWERFLEX PRO 7MM X 20CM X 135 PTA DIL CATH,450
POWERFLEX PRO 7MM X 20CM X 80 PTA DIL CATH,450
POWERFLEX PRO 7MM X 40CM X 135PTA DIL CATH,450
POWERFLEX PRO 7MM X 40CM X 80 PTA DIL CATH,450
POWERFLEX PRO 7MM X 60CM X 135 PTA DIL CATH,450
POWERFLEX PRO 8MM X 20CM X 135 PTA DIL CATH,450
POWERFLEX PRO 8MM X 20CM X 80 PTA DIL CATH,450
POWERFLEX PRO 8MM X 2CM X 135 PTA DIL CATH,450
POWERFLEX PRO 8MM X 40CM X 80 PTA DIL CATH,450
POWERFLEX PRO 8MM X 4CM X 135 PTA DIL CATH,450
POWERFLEX PRO 9MM X 20CM X 135 PTA DIL CATH,450
POWERFLEX PRO 9MM X 20CM X 80 PTA DIL CATH,450
POWERFLEX PRO 9MM X 40CM X 135 PTA DIL CATH,450
POWERFLEX PRO 9MM X 40CM X 80 PTA DIL CATH,450
POWERPORT 8FR 1-LUMEN PLASTIC  INTERMEDIATE KIT,702.5
POWERPORT 9.5FR 2-LUMEN MRI PLASTIC INTERMEDIATE KIT,1187.5
POWERPORT MRI  8FR CATH W/INTERMEDIATE KIT,1337.5
PRECISION PATIENT TRIAL KIT,445.5
PRIMALOK SP 15MM IMPLANT ASSEMBLY,13000
PRIMALOK SP 4MM IMPLANT ASSEMBLY,13000
PRIMALOK SP 6 MM IMPLANT ASSEMBLY STERILE,13000
PRIMALOK SP 6MM IMPLANT ASSEMBLY,13000
PRIMALOK SP 8MM IMPLANT ASSEMBLY,13000
PRIMALOK SP MEDIUM,13000
PRIMEADVANCED NEURO STIMULATOR GENERATOR,28500
PRINEO DERMABOND 2/BX,891.72
PROBE  ADJUSTABLE / INTUITIVE 20GA ENDO PROBE,945
PROBE  CURVED ILLUMINATED LASER 25GA,585
PROBE  IRIDEX LASER PROBE  20GA,427.5
PROBE  LASER 25 GA ADJUSTABLE SMART FLEX,562.5
PROBE ADJUSTABLE/INTUITIVE 25 GA ENDO OCULAR,945
PROBE ARGON BEAM LAP 5MM,538.16
PROBE ARTHROSCOPIC MEASURE 60DEG,900
PROBE CRYO ABLATION MALLEABLE 10CM,11700
PROBE CYBERWAND,3188.78
PROBE DYONICS HOOK 30 DEG,765
PROBE DYONICS RF-S WHIRLWIND,1255.5
PROBE FILTER INTEGRATED 2.3MM APC STR FIRE,962.78
PROBE INCREMENT STD PRASS TIP,703.08
PROBE KIT WITH TEMPERATURE PROBE,4301.51
PROBE LAPAROSCOPIC FOR ABC,512.01
PROBE NERVE STIMULATOR STD PRASS FLUSH TIP,446.04
PROBE ORACLE NEUROMONITORING KIT,5436
PROBE VASCULAR  PARSONNET 1.5,324
PROBE VASCULAR PARSONET 1.0,324
PROCEDURE PACK STD FOR FIBULOK NAIL,3150
PROCESSOR BAHA SOUND 5 BROWN,9875
PROCESSOR SOUND BAHA 3 CHESTNUT BROWN,15750
PROCLAIM 5 ELITE GENERATOR,49737.5
PROCLAIM 7 ELITE GENERATOR,45000
PRODIGY,7180
PRODISC-C MEDIUM DEEP 5MM,11060.63
PROGEL PLEURAL AIR LEAK SEALANT KIT,2125
PROGLIDE 7STOMS1P,475
PROGRAMMER GENESIS,5377.5
PROGRAMMER PATIENT EON,5335.88
PROGRAMMER PATIENT MRICS,2362.5
PROGRAMMER PATIENT THERAPY MGR RS2,0
PROGRAMMER POCKET F/NEURO STIMULATOR,2911.5
PROLARYN GEL 1CC KIT,1562.5
PROLARYN PLUS 1CC KIT,1562.5
PROLAYER 4 X 4 CM 0.4-1MM THICK,3708
PROLAYER 4 X 8 CM 1.0-2MM THICK,6922
PROSTHESIS PHALANGEAL ANATOEMIC 18.5MM,1737.5
PROSTHESIS PHALANGEAL ANATOEMIC 21.5MM,1737.5
PROSTHESIS PHALANGEAL ANATOEMIC 23MM,1737.5
PROSTHESIS PROVOX 2 6MM,675
PROSTHESIS PROVOX 2 8MM,660
PRO-STIM 4CC,5830
PROSTOP SUBTALAR IMPLANT 7 X 12 MM,2737.5
PROTAK FIXATION DEVICE TI 5MM (30 FASTENERS),2763.14
PROTECTOR NERVE AXOGUARD,5375
PROTEK DUO ECLS KIT,48750
PROTHESIS EAR APPLEBUM INCUDOSTAPEDIAL,874
PROTHESIS TESTICULAR 2.7CM X 4.5CM MED 20CC,4622.5
PROTHESIS TESTICULAR 2.9CM X 4.5CM LARGE 20CC,4622.5
PROVOX VEGA PUNTURE SET,1683
PROX FEMORAL STD 15 RT,12120.28
PROXIMAL SLEEVE PROOUS COATED 20X15 STEM LG,5462.5
PROXIS ACCESS SHEATH 12/14FR X 25CM,472.5
PROXIS ACCESS SHEATH 12/14FR X 35CM,472.5
PROXIS ACCESS SHEATH 12/14FR X 45CM,472.5
PTFE FELT SEPTAL GRAFT 10 X 10CM X 1.65MM THICK,227.5
PULL  FORLISS REDUCTION DEVICE,1123.47
PUMP CENTRIMAG BLOOD,30000
PUMP FLOWONIX PROMETRA II PROGRAMMABLE INFUSION,23750
PUMP IMPLANTABLE CONSTANT FLOW MEDIUM 50ML,19632.5
PUMP PAIN BEELINE 100ML 2ML/HR,495
PUMP PAIN BEELINE 275ML 4ML/HR STANDARD CATH,585
PUMP PICO SINGLE USE 10 X 30CM,981
PUMP SYNCHROMED II 20ML INFUSION,22500
PUMP SYNCHROMED II 40ML INFUSION,22500
PUSH CATH,416.7
PUSH PULL REDUCTION DEVICE,864.41
PUSHLOCK 29MM X 15.5,900
PUSHLOCK BIOCOMPOSITE 3.5MM X 19.5MM,1000
PUSHLOCK KIT  DISP 2.9,787.5
PUSHLOCK PEEK 3.5 X 19.5MM,900
PUTTY 10CC OSTEOSTRUT,3000
PUTTY BONE MATRIX 0.5 CC PUROS DBM,376.25
PUTTY BONE MATRIX 1.0 CC PUROS DBM,542.5
PUTTY BONE MATRIX 10.0 CC PUROS DBM,2905
PUTTY BONE MATRIX 5.0 CC PUROS DBM,1645
PUTTY DBM 10CC,4750
PUTTY NORIAN DRILLABLE FAST SET 3CC STERILE,2975.4
PUTTY OSTEOSURGE 300 2.5CC,1625
QUICK CLIP,742.5
QUICKANCHOR G2 W/MICRO CORD,1337.5
QUICKANCHOR SUPER W/DUAL SUTURE ORTHO,1492.5
QUICKCLIP 2 9MM X2.8MM X 230CM,333.45
QUICK-CROSS SUP CATH .014 X 135CM,774
QUICK-CROSS SUP CATH .018 X 135CM,751.5
QUICK-CROSS SUP CATH .018 X 150CM,774
QUICK-CROSS SUP CATH .035 X 135CM,774
QUICKFIX SCREW,600
RADIAL HEAD 20.0MM RIGHT,5787.5
RADIAL HEAD 22.0MM LEFT,5787.5
RADIAL HEAD 22.0MM RIGHT,5787.5
RADIAL HEAD 22MM,4487.5
RADIAL HEAD 24.0MM LEFT,5787.5
RADIAL HEAD 24.0MM RIGHT,5787.5
RADIAL HEAD ALIGN W/ LOCKING SCREW 24MM,4235
RADIAL HEAD KATALYST 21MM HEAD & POLY ASSEMBLY,7262.5
RADIAL HEAD KATALYST 24MM HEAD & POLY ASSEMBLY,7262.5
RADIAL STEM 9MM,4135
RADIAL STEM KATALYST 65MM,7262.5
RADIAL STEM KATALYST 75MM,5356.95
RASP LARGE +3,1786.5
RASP SMALL CROSSCUT FOR PEN DEVICE,765
REALIZE GASTRIC BAND-C W/DISSECTOR,6500.25
REAMER  REMOVABLE PILOT FOR CANNULATED REAMER STERILE,0
REAMER 6MM HEADED,967.5
REAMER 7.5,2290.14
REAMER 8MM ACORN REAMER,1651.5
REAMER 8MM FLUTED REAMER,1669.5
REAMER ANCHORAGE CROSS PLATE,1900.26
REAMER CANULATED FOR 4.0 MV SCREW,2432.43
REAMER CONCAVE SURFACING DIA 14MM,2101.95
REAMER CONCAVE SURFACING DIA 16MM,2101.95
REAMER CONCAVE SURFACING DIA 18MM,2101.95
REAMER CONCAVE SURFACING DIA 18MM,2101.95
REAMER CONCAVE SURFACING DIA 20MM,2101.95
REAMER CONCAVE SURFACING DIA 20MM,2101.95
REAMER CONCAVE SURFACING DIA 22MM,2101.95
REAMER CORING CANNULATED,922.5
REAMER FOR CROSS PLATE,4997.93
REAMER HALLOW FOR 4.5MM SCREWS,1423.58
REAMER HEAD 12.0MM F/RIA STERILE,1241.46
REAMER HEAD 12.5MM F/RIA STERILE,1241.46
REAMER HEAD 13.0MM F/RIA STERILE,1241.46
REAMER HEAD 13.5MM F/RIA STERILE,1241.46
REAMER HEAD 14.0MM F/RIA STERILE,1241.46
REAMER HEAD 14.5MM F/RIA STERILE,1241.46
REAMER HEAD 15.0MM F/RIA STERILE,1241.46
REAMER HEAD 15.5MM F/RIA STERILE,1241.46
REAMER HEAD 16.5MM F/RIA STERILE,1241.46
REAMER HEAD F/WRIST FUSION PLATE,1386
REAMER HOLLOW FOR 2.0MM SCREWS,1056.78
REAMER HOLLOW FOR 3.5MM/4.0MM SCREWS,1423.58
REAMER INTRAMEDULLARY FIX HD FLEX 8.0 X 480MM,3446.82
REAMER INTRAMEDULLARY HEAD BIXCUT 10.0MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 10.5MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 11.0MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 11.5MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 12.0MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 12.5MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 13.0MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 13.5MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 14.0MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 14.5MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 15.0MM,1832.22
REAMER INTRAMEDULLARY HEAD BIXCUT 9.0MM,916.11
REAMER INTRAMEDULLARY HEAD BIXCUT 9.5MM,916.11
REAMER LO PRO 8MM,877.5
REAMER LOW PROFILE 7 MM,967.5
REAMER LOWPROFILE 7MM,877.5
REAMER METATARSAL 14MM,2025
REAMER METATARSAL 16MM,2025
REAMER METATARSAL 18MM,2025
REAMER METATARSAL 20MM,2025
REAMER METATARSAL 22MM,2025
REAMER PHALANGEAL,2025
REAMER PHALANGEAL 16,2025
REAMER PHALANGEAL 18,2025
REAMER PHALANGEAL 20 MM,2025
REAMER PIN CENTERING,379.62
REAMER PROFILE 10MM,877.5
REAMER PROXIMAL CANNULATED 20MM,1223.51
REAMER RIGIDLOOP COMBO,1548
REAMER SHAFT MED 284MM,1154.25
REAMER SHAFT MOD TRINKLE  8 X 450MM,1154.25
REAMER SHAFT MOD TRINKLE  8 X 510MM,1832.22
REAMER SHAFT MOD TRINKLE  8 X 885MM,1995.03
REAMER SHORT BARRELL,5127.3
REAMER SMALL 4 CF,1752.98
REAMER SPARE TUBE,689.99
REAMER SPHERICAL ASSEMBLY,2205
REAMER STEPPED 8-12,3681.99
REAMING ROD 2.5 WITH BALL TIP,569.43
RECONSTRUCTION PLATE 20 HOLE 2.7MM X 160MM,1402.38
RECONSTRUCTION PLATE 22 HOLE 2.7MM X 176MM,1631.5
RECONSTRUCTION PLATE 24 HOLE 2.7MM X 192MM,1836.25
REDUCTION FORCEPS WITH SERRATED JAW RATCHET,1703.16
REFLECTION XLPE 20 MICROTABLE HIP LINER SZ-E 32 MM,8797.5
REFLECTION XLPE MICROSTB ACE  HIP LINER 32MM SZ E 0 DEG,8797.5
RENTAL TRAY SPOTLIGHT RETRACTOR SYSTEM,4275
REPLACEMENT PORT AND APPLIER,5169.69
RESCUE NET,382.5
RESCUE SCREW 14MM,655
RESERVOIR BRADEN CSF FLUSHING,1473.48
RESERVOIR CONCEAL IZ 100ML AMS 700,5369.88
RESERVOIR HOLTER RICKHAM LARGE,915.8
RESERVOIR HOLTER RICKHAM STANDARD PB,875.9
RESEVOIR SET  SALMON-RICKHAM SS,828.4
RESOLUTION CLIP 235CM LONG,517.5
RESTORE ULTRA NEURO STIMULATOR GENERATOR,37500
RESTRICTOR CEMENT SZ-2,190.3
RESURFACE SYSTEM 12 MM CAPITATE COMPONENT 22MM X 17MM,15562.5
