Generic Item Name,National Drug Code, Charge 
piperacillin-tazobactam (ZOSYN-eqv) 2.25 gm/50 mL NS ,206882002,$0.68 
piperacillin-tazobactam (ZOSYN-eqv) 20 mg/mL (SCN/PEDS) INJ,781311095,$11.43 
piperacillin-tazobactam (ZOSYN-eqv) 3.375 gm/50 ml NSS,206240502,$72.00 
piperacillin-tazobactam (ZOSYN-eqv) 4.5 gm/50 mL NS,206882202,$0.88 
piperacillin-tazobactam 2.25 gm INJ (Zosyn),409338302,$18.84 
piperacillin-tazobactam 2.25 gm/50 mL (AddVantage),409337402,$0.57 
piperacillin-tazobactam 3.375 gm INJ (Zosyn),206885416,$94.46 
piperacillin-tazobactam 3.375 gm/50 mL (AddVantage),409337813,$0.58 
piperacillin-tazobactam 4.5 gm INJ (Zosyn),206885516,$63.00 
piperacillin-tazobactam 4.5 gm/50 mL (AddVantage),409337904,$0.77 
piperonyl butoxide-pyrethrins(RID Shampoo (EQV)),49348044334,$0.19 
PNEUMOCOCCAL 13-VALENT VACCINE PEDIATRIC SUSP,5197067,$675.00 
PNEUMOCOCCAL 23-VALENT VACCINE - SOLN,6494300,$710.09 
PODOPHYLLUM Resin Topical 25% SOLN,574060115,$32.41 
POLYCARBOPHIL 500 mg TAB (Fibercon (EQV)),904250091,$1.00 
POLYMYXIN B SULFATE 500000 units PWDI,55150023410,$49.61 
POLYMYXIN B -TRIMETHOPRIM OPH. 10000 units-1 mg/mL SOL (Polytrim (EQV))N,24208031510,$5.27 
PORactant 80 mg/mL SUSP (Curosurf),10122051003,"$1,261.26 "
PORactant 80 mg/mL SUSP 1.5 mL(Curosurf),10122051001,"$1,162.95 "
posaconazole 40 mg/mL SUSP (Noxafil),85132801,$54.30 
posaconazole INJ 18 mg/mL,85433101,$122.72 
POTASSIUM ACETATE 2 mEq/mL Solution,409818301,$0.47 
potassium acid phosphate 500 mg TAB (K-Phos Orig (EQV)),486111101,$1.86 
potassium bicarbonate-citric acid 20 mEq EFT,51801001230,$2.12 
POTASSIUM BICARBONATE-POTASSIUM CITRATE 25 MEQ EFT (K-Lyte/Cl (EQV)),87076001,$5.90 
potassium chloride 0.2 mEq/mL (SCN/PEDS) Inj,409663601,$0.53 
POTASSIUM CHLORIDE 10 mEq ER,245004101,$2.27 
POTASSIUM CHLORIDE 10 mEq/100 mL Premix Solution,338070948,$0.17 
potassium chloride 10% (SCN) ORAL,121046516,$0.43 
Potassium Chloride 2 mEq/mL ORAL Solution (SCN),409663501,$2.43 
POTASSIUM CHLORIDE 2 mEq/mL SOLN,63323096510,$0.50 
POTASSIUM CHLORIDE 20 mEq PWDR (Klor-Con),245003501,$21.83 
POTASSIUM CHLORIDE 20 mEq/100 mL Premix IVPB,338070548,$0.16 
POTASSIUM CHLORIDE 40 meq / 30 mL LIQ,121146530,$2.65 
POTASSIUM CHLORIDE 40 mEq/250 mL Premix,409665305,$0.73 
POTASSIUM CITRATE 10 mEq ER (Urocit-K (EQV)),245007111,$6.37 
POTASSIUM IODIDE 1000 mg/mL ORAL DROPS (SSKI),245000331,$1.72 
potassium phosphate 10 mMol in 1000 NS premix,87,$0.01 
potassium phosphate 3 mmol/mL INJ,517235025,$0.27 
potassium phosphate oral SOL 3 mmol/mL (SCN),517231525,$1.32 
potassium phosphate-sodium phosphate PWDR (Neutra-Phos (EQV)),17314931102,$2.08 
potassium-sodium phoshate 250 mg TAB (Phospha 250 Neutral),486112501,$2.60 
POVIDONE-IODINE OPH. 5% SOLN (Betadine (EQV)),65041130,$1.84 
POVIDONE-IODINE SCRUB 7.5% soln (Betadine (EQV)),34220004,$0.22 
POVIDONE-IODINE Topical 10% OINT (Betadine EQV)),904110231,$0.32 
POVIDONE-IODINE topical 10% SOLN(Betadine (EQV)),34210002,$0.28 
PRALAtrexate 20 mg/mL SOLN,48818000102,"$21,055.50 "
PRALIDOXIME 1 G INJ (Protopam (EQV)),60977014101,$438.92 
PRAMIPEXOLE 0.125 mg TAB (Mirapex (EQV)),597018390,$26.04 
PRAMIPEXOLE 0.25 mg TAB (Mirapex (EQV)),597008490,$7.82 
PRAMIPEXOLE 0.5 mg TAB (Mirapex (EQV)),597018590,$12.87 
PRAMIPEXOLE 1 mg TAB (Mirapex (EQV)),597019090,$26.04 
PRAMOXINE TOPICAL 1% FOAM (ProctoFoam (EQV)),91475020,$11.02 
prasugrel 10 mg TAB (Effient),2475930,$80.93 
prasugrel 5 mg TAB (Effient),2476030,$27.32 
PRAZOSIN 1 MG CAP (MINIPRES (EQV)),59762531001,$2.00 
PRAZOSIN 2 mg CAP (MINIPRES (EQV)),378230201,$3.57 
PRAZOSIN 5 mg CAP (MINIPRES (EQV)),93406901,$5.90 
prednisoLONE 15 mg/5 mL LIQUID (Prelone (EQV)),68135045503,$2.65 
prednisoLONE OPH.  1% SUSP (Pred Forte (EQV)),65063827,$57.51 
prednisoLONE-SULFACETAMIDE OPH. 0.2%-10% OINT (Blephamide),23031304,$148.72 
prednisoLONE-SULFACETAMIDE OPH. 0.2%-10% Soln (Blephamide),11980002205,$104.10 
predniSONE 1 mg TAB,54474125,$1.00 
predniSONE 10 mg TAB,63739020810,$1.00 
predniSONE 2.5 mg TAB,54474225,$1.00 
predniSONE 20 mg TAB,60687014501,$1.00 
predniSONE 5 mg TAB,603533221,$1.00 
predniSONE 5 mg/5 mL ORAL SOLN,54872216,$1.10 
predniSONE 50 mg TAB,339529612,$1.00 
PREGABALIN 100 mg CAP (Lyrica),71101541,$28.46 
PREGABALIN 150 mg CAP (Lyrica),71101641,$28.46 
PREGABALIN 25 mg CAP (Lyrica),71101268,$25.88 
pregabalin 300 mg CAP (LYRICA),71101868,$19.74 
PREGABALIN 50 mg CAP (Lyrica),71101341,$28.46 
PREGABALIN 75 mg CAP (Lyrica),71101441,$28.46 
PRENATAL MULTIVITAMIN WITH FOLIC ACID TAB,52152017711,$1.00 
PRIMAQUINE 26.3 mg TAB,76385010201,$6.64 
PRIMIDONE 125 mg (1/2 of 250 mg) TAB,591532199,$3.21 
PRIMIDONE 25 mg (1/2 of 50 mg) TAB,527130199,$1.00 
PRIMIDONE 250 mg TAB (Mysoline (EQV)),68084020301,$2.93 
PRIMIDONE 50 mg TAB (Mysoline (EQV)),68084020201,$2.45 
PROBENECID 250 mg (1/2 of 500 mg) TAB,591534710,$2.77 
PROBENECID 500 mg TAB (Benemid (EQV)),68084094525,$6.75 
PROCAINAMIDE 1000 mg/2ml INJ,409190301,$123.12 
PROCAINE 2% INJ (30ml),389052730,$0.37 
PROCHLORPERAZINE 10 mg TAB (Compazine (EQV)),781502101,$1.40 
PROCHLORPERAZINE 10 mg/2 mL INJ,641049125,$4.28 
PROCHLORPERAZINE 25 mg SUP (Compazine (EQV)),66213020012,$81.47 
PROCHLORPERAZINE 5 mg TAB (Compazine (EQV)),59746011306,$1.00 
PROMETHAZINE  6.25 mg/5 mL SYRUP (Phenergan (EQV)),472150416,$0.09 
PROMETHAZINE 12.5 mg SUPP (Phenergan (EQV)),574723612,$15.94 
PROMETHAZINE 12.5 mg TAB (Phenergan (EQV)),57664010788,$1.24 
PROMETHAZINE 25 mg SUPP (Phenergan (EQV)),591216139,$47.81 
PROMETHAZINE 25 mg TAB (Phenergan (EQV)),65162052110,$1.71 
PROMETHAZINE 25 mg/mL INJ (Phenergan (EQV)),641608225,$11.02 
PROMETHAZINE 50 mg SUPP (Phenergan (EQV)),713013212,$131.57 
propafenone 150 mg TAB (Rhythmol (EQV)),68084036101,$3.38 
propafenone 225 mg ERC (Rythmol SR),49884009902,$29.07 
propafenone 225 mg TAB (Rhythmol (EQV)),50111070901,$9.77 
propafenone 325 mg ERC (Rythmol SR) ,49884021009,$36.86 
propafenone 37.5 mg (1/4 of 150 mg) TAB,51079099688,$4.28 
propafenone 75 mg (1/2 of 150 mg) TAB,51079099699,$4.25 
PROPARACAINE OPH. 0.5% SOLN (Alcaine (EQV)),998001615,$12.41 
PROPOFOL 1000 mg/100 mL INFUSION (Diprivan (EQV)),63323027065,$105.00 
PROPOFOL 200 mg/20 mL INJ (Diprivan (EQV)),63323026910,$105.00 
PROPRANOLOL 1 mg/ml INJ (Inderal (EQV)),55390000310,$39.69 
PROPRANOLOL 10 mg TAB (Inderal (EQV)),228232710,$1.00 
PROPRANOLOL 160 mg CAP ER (Inderal-LA (EQV)),24090047988,$128.42 
PROPRANOLOL 20 mg TAB (Inderal (EQV)),23155011101,$1.00 
PROPRANOLOL 20 mg/5 mL SOLN ORAL (Inderal (EQV)),54876416,$1.17 
PROPRANOLOL 40 mg TAB (Inderal (EQV)),23155011201,$1.00 
PROPRANOLOL 5 mg (1/2 of 10 mg) TAB,591555499,$1.00 
PROPRANOLOL 60 mg CAP ER (Inderal-LA (EQV)),24090047088,$87.54 
PROPRANOLOL 80 mg CAP ER (Inderal-LA (EQV)),228277911,$9.63 
PROPRANOLOL 80 mg TAB (Inderal (EQV)),23155011401,$1.00 
PROPYLTHIOURACIL 50 mg TAB,228234810,$3.68 
PROTAMINE 250 mg/25 mL INJ,63323022930,$7.11 
PROTAMINE 50 mg/5ml INJ,63323022905,$11.61 
prothrombin complex inj (KCentra),63833038602,$5.92 
PSEUDOEPHEDRINE  30 mg TAB (Sudafed (EQV)),536439101,$1.00 
PSEUDOEPHEDRINE 30 mg/5 mL LIQ ORAL (Sudafed (EQV)),59390001935,$0.04 
PSYLLIUM 100% Packet,224180135,$4.09 
PSYLLIUM S.F. Packet (Konsyl (EQV)),37000074087,$1.04 
pyrazinamide 250 mg (1/2 of 500 mg) tab,67253066099,$4.50 
pyrazinamide 500 mg TAB,60687013801,$20.85 
PYRIDOSTIGMINE 10 mg/2mL INJ (Regonol),781304095,$79.83 
PYRIDOSTIGMINE 180 mg TAB ER (Mestinon Timespan),187301330,$103.48 
pyridostigmine 30 mg (1/2 of 60 mg) Tab,591319199,$1.80 
PYRIDOSTIGMINE 60 mg TAB (Mestinon (EQV)),187301030,$54.56 
pyridoxine 100 mg/1mL INJ (Vitamin B6),63323018001,$79.86 
pyridoxine 25 mg TAB (Vitamin B-6),536440601,$1.00 
pyridoxine 50 mg TAB (Vitamin B-6),10135013901,$1.00 
PYRIMETHAMINE 25 mg TAB (Daraprim (EQV)),173020155,$2.18 
quetiapine 100 mg TAB (Seroquel) (EQV)),16729014701,$3.40 
quetiapine 12.5 mg (1/2 of 25 mg) TAB,310027599,$13.55 
quetiapine 25 mg TAB (Seroquel) (EQV)),16729014501,$1.98 
QUEtiapine 400 mg ER Tablet,310028460,$114.62 
QUEtiapine 50 mg ER Tablet,310028060,$37.64 
quetiapine 6.25 mg (1/4 of 25 mg) TAB,310027588,$13.55 
quinAPRIL 10 mg TAB (Accupril (EQV)),71053040,$16.63 
quinAPRIL 5 mg TAB (Accupril (EQV)),71052740,$16.63 
quiNIDine 200 mg TAB,185434601,$1.21 
quiNIDine 300 mg TAB,185104701,$1.49 
quiNIDine 80 mg/mL INJ,2140701,$8.91 
quiNIDine gluconate 324 mg TAB ER (Quinaglute Duratab (EQV)),53489014101,$32.63 
quiNINE 324 mg CAP,55887034330,$22.10 
RABIES IMMUNE GLOBULIN 1500 units/10mL INJ (Imogam),13533061810,$767.02 
RABIES IMMUNE GLOBULIN 300 units/2mL INJ (Imogam),49281019020,$810.00 
rabies immune globulin human 300 units/mL SOLN,1353331801,"$2,236.50 "
RABIES VACCINE  2.5 intl units INJ (Imovax (EQV)),49281025051,"$1,464.84 "
raloxifene 60 mg TAB (Evista (EQV)),2416530,$22.57 
raltegravir 100 mg Chewtab(Isentress),6047701,$20.16 
raltegravir 400 mg TAB (Isentress),6022761,$84.51 
RAMIPRIL 1.25 mg CAP (ALTACE),61570011056,$4.67 
RAMIPRIL 10 mg CAP (ALTACE),61570012001,$25.14 
RAMIPRIL 2.5 mg CAP (ALTACE),61570011156,$8.82 
RAMIPRIL 5 mg CAP (ALTACE),61570011256,$9.25 
ramucirumab 10 mg/mL 50 mL (Cyramza),1767801,$459.00 
Ranibizumab 0.5 mg/0.05 mL (SCN) Vial,50242008201,"$105,300.00 "
Ranitidine 1 mg/ml (SCN) Inj,173036299,$4.50 
ranitidine 15 mg/mL ORAL SYRUP,60505035101,$2.94 
ranolazine 500 mg TAB ER (Ranexa),67159011203,$16.65 
rasagiline 0.5 mg TAB,68546014256,$80.33 
rasagiline 1 mg TAB (azilect),68546022956,$68.54 
RASBURICASE 1.5 mg INJ (Elitek),24515010,"$3,391.56 "
REGADENOSON,469650189,$228.94 
remifentanil 1 mg Inj (Ultiva),67457019803,$253.04 
remifentanil 2 mg Inj (Ultiva),67457019805,$506.07 
remifentanil 5 mg Inj (Ultiva),67457019810,"$1,076.76 "
Renal Multivitamin Formula (NEPHROCAPS),256018501,$1.09 
REPAGLINIDE 0.25 mg (1/2 of 0.5 mg) TAB,169008199,$8.82 
REPAGLINIDE 0.5 mg TAB (Prandin (EQV)),169008181,$28.15 
REPAGLINIDE 1 mg TAB (Prandin (EQV)),169008281,$28.15 
REPAGLINIDE 2 mg TAB (Prandin (EQV)),169008481,$28.15 
RETEPLASE 10 units KIT (Retavase),67286040002,"$9,772.25 "
RHo (D) immune globulin 5000 intl units/4.4 mL INJ,944296705,"$1,219.98 "
ribavirin 200 mg Tablet,781517728,$38.99 
RIFABUTIN 150 mg CAP (MYCOBUTIN),13530117,$108.96 
rifampin 25 mg/mL Oral Susp,33,$0.72 
rifampin 300 mg CAP (Rifadin),68084035801,$4.91 
RIFAMPIN 5 mg/mL (SCN/PEDS) Inj,90000000026,$450.00 
rifampin 600 mg INJ,68059702,$803.52 
rifampin 600 mg/250 mL NSS (Rifadin (EQV)) AddEase,68059701,$803.52 
RIFAXIMIN 200 mg TAB (Xifaxan (EQV)),65649030103,$72.10 
RIFAXIMIN 550 mg TAB (Xifaxan (EQV)),65649030303,$137.44 
rilpivirine 25 mg TAB,59676027801,$152.96 
riluzole 50 mg TAB (Rilutek (EQV)),75770060,$72.99 
RisperiDONE 0.125 mg (1/2 of 0.25 mg) TAB,50458030199,$18.85 
RisperiDONE 0.25 mg TAB (Risperdal (EQV)),50458030104,$34.84 
RisperiDONE 0.5 mg TAB (Risperdal (EQV)),50458030201,$38.23 
RisperiDONE 1 mg TAB (Risperdal (EQV)),50458030001,$40.64 
RisperiDONE 1 mg/mL ORAL SOLN (Risperdal (EQV)),50458030503,$45.41 
RisperiDONE 2 mg TAB (Risperdal (EQV)),50458032001,$67.91 
RisperiDONE 3 mg TAB (Risperdal (EQV)),50458033001,$79.78 
RisperiDONE MICROSPHERES 25 mg Injection,50458030611,$580.50 
ritonavir 100 mg CAP (Norvir),74663330,$38.57 
ritonavir 100 mg TAB,74333330,$38.57 
ritonavir 80 mg/mL  ORAL SOLN (Norvir),74194063,$27.00 
riTUXimab 10 mg/mL INJ (Rituxan),50242005121,$302.40 
rivaroxaban 10 mg TAB (Xarelto),50458058010,$27.86 
rivaroxaban 15 mg TAB (Xarelto),50458057810,$27.86 
rivaroxaban 20 mg TAB (Xarelto),50458057910,$27.86 
rivastigmine 1.5 mg CAP (EXELON),78032306,$21.35 
rivastigmine 4.6 mg/24 hr TERF(Exelon),78050115,$42.80 
rivastigmine 9.5 mg/24 hr TERF (Exelon),78050215,$42.80 
RIZATRIPTAN 10 mg TAB (Maxalt-MLT) (Disintegrating tab),6380112,$146.72 
Rocuronium 1 mg/mL (SCN/PEDS) Inj,409955849,$12.33 
rocuronium 50 mg/5 mL Syringe,61553032170,$34.61 
ROCURONIUM 50 mg/5mL INJ (Zemuron (EQV)),409955805,$4.55 
romiDEPsin IVPB,59572098301,"$5,535.00 "
romiPLOStim 250 mcg Inj,55513022101,"$5,519.25 "
rOPINIRole  0.5 mg TAB (Requip (EQV)),7489120,$24.08 
rOPINIRole  1 mg TAB (Requip (EQV)),7489220,$24.08 
rOPINIRole  2 mg TAB (Requip (EQV)),7489314,$4.03 
rOPINIRole  3 mg TAB (Requip (EQV)),7489520,$24.98 
rOPINIRole 0.25 mg TAB (Requip (EQV)),7489020,$24.08 
rOPINIRole 4 mg TAB (Requip (EQV)),7489620,$24.98 
ropivacaine 0.1% (1 mg/mL) INJ,61553022502,$0.74 
ropivacaine 0.2% (2 mg/mL) SOLN 10 mL (Naropin),186085944,$1.17 
ropivacaine 0.2% Injection (100ml) (Naropin),186085977,$0.77 
ropivacaine 0.2% Injection (200ml) (Naropin),186085991,$0.63 
ropivacaine 0.5% (5 mg/mL)INJ (Naropin),186086361,$2.41 
ROSUVASTATIN  20 mg TAB (Crestor),310075239,$23.94 
ROSUVASTATIN  5 mg TAB(Crestor),310075503,$19.26 
ROSUVASTATIN 10 mg TAB (Crestor),310075139,$23.94 
ROSUVASTATIN 2.5 mg TAB (1/2 of 5 mg),310075590,$23.94 
rotigotine 2 mg/24 hr (Neupro) Patch,50474080203,$81.53 
rotigotine 4 mg/24 hr (Neupro) patch,50474080403,$81.53 
SACCHAROMYCES BOULARDII LYO 250 mg CAP (FLORASTOR),66825000201,$2.81 
sacubitril-valsartan 24 mg-26 mg TAB,78065935,$25.83 
sacubitril-valsartan 49 mg-51 mg TAB,78077735,$25.83 
sacubitril-valsartan 97 mg-103 mg TAB,78069635,$25.83 
saliva substitutes (Biotene),48582000115,$0.41 
SALMETEROL 50 mcg  INHALER (Serevent Diskus),173052000,$30.61 
saquinavir mesylate 500 mg TAB (Invirase),4024451,$36.80 
sargramostim 250 mcg/mL INJ (Leukine),50419000233,$463.28 
SCN Starter TPN >1 Kg 500 mL,71,$0.17 
SCN Starter TPN 0.4-0.599 Kg 500 mL,50,$0.56 
SCN Starter TPN 0.6-0.999 Kg 250 mL,70,$0.34 
SCN Starter TPN amino acids 2%/dextrose 10%,66647014016,$180.00 
SCN Starter TPN amino acids 2%/dextrose 5% ,66647014015,$180.00 
SCN Starter TPN amino acids 2.5%/dextrose 10%,66647014018,$180.00 
SCN Starter TPN amino acids 4%/dextrose 10%,66647014022,$188.10 
SCOPOLAMINE 0.4 mg/mL INJ,63323026801,$39.44 
SCOPOLAMINE 1 mg TOPICAL PATCH (Transderm-Scop (EQV)),10019055301,$105.42 
SCOPOLAMINE OPH. 0.25% SOLN,998033105,$28.98 
SECRETIN SYNTHETIC HUMAN 16 mcg INJ (Secreflo),67066000501,"$1,462.50 "
selegiline 2.5 mg TAB (1/2 of 5 mg),60763010203,$8.64 
selegiline 5 mg TAB (Eldepryl (EQV)),60505343803,$7.30 
selegiline 9 mg/24 hr TERF (Emsam),39506004430,$75.37 
SELENIUM 40 mcg/mL SOLN,517651025,$1.98 
SELENIUM SULFIDE Topical 1% SHAMPOO,536199553,$0.08 
SELENIUM SULFIDE Topical 2.5% LOTION,45802004064,$0.41 
SENNA 8.6 mg TAB (Senokot (EQV)),60258095001,$1.00 
SENNA Syrup,904545209,$0.18 
SERTRALINE 100 mg TAB (Zoloft EQV)),228272309,$2.18 
SERTRALINE 12.5 mg (1/2 of 25 mg) TAB (Zoloft (EQV)),228272103,$2.22 
SERTRALINE 25 mg TAB (Zoloft (EQV)),68084018001,$1.00 
SERTRALINE 50 mg TAB (Zoloft (EQV)),68084018101,$1.00 
sevelamer 800 mg TAB (Renagel (EQV)),58468002101,$9.27 
sevelamer carbonate 800 mg PACKET for SUSPENSION (Renvela),58468013202,$43.16 
sevelamer carbonate 800 mg TAB(Renvela),58468013001,$14.39 
SEVOflurane per 5 minutes (Ultane (EQV)),74445651,$7.65 
SILDENAFIL 2.5 mg/mL ORAL SUSP (SCN),69420030,$18.00 
sildenafil 20 mg TAB (REVATIO),69419068,$163.74 
siltuximab 400 mg INJ,57894042101,"$15,439.50 "
SILVER NITRATE Topical STICKS,12870000101,$1.78 
Silver sulfADIAZINE  Topical 1% CREAM (20 grams) (Silvadene (EQV)),61570013120,$1.87 
Silver sulfADIAZINE Topical 1% CREAM 400 grams (Silvadene (EQV)),61570013125,$1.34 
SIMETHICONE 40 mg/0.6 mL LIQ,182219166,$0.36 
SIMETHICONE 80 mg TAB CHEWABLE (Mylicon-80 (EQV)),182864389,$1.00 
SIMVASTATIN 10 mg TAB (Zocor (EQV)),68084016201,$1.00 
SIMVASTATIN 20 mg TAB (Zocor (EQV)),68084016301,$1.08 
SINCALIDE 5 mcg INJ (Kinevac (EQV)),270055615,$413.88 
sipuleucel-T 50000000 units/250 mL (Provenge),30237890006,$637.43 
sirolimus 1 mg TAB,55111065301,$31.77 
sitaGLIPtin 100 mg TAB (Januvia),6027731,$54.51 
sitaGLIPtin 25 mg TAB (Januvia),6022128,$54.50 
sitaGLIPtin 50 mg TAB (Januvia),6011228,$54.50 
SMOFliplid 20% EMULSION,338049148,$92.88 
SOD THIOSULF/SOD NIT/AMYL NIT (Cyanide KIT),11098050701,"$1,824.48 "
SODIUM ACETATE 40 mEq/20mL INJ,409729973,$0.43 
sodium bicarbonate 0.5 mEq/mL (SCN/PEDS) Inj,247053950,$0.62 
SODIUM BICARBONATE 325 mg TAB,536454010,$1.00 
SODIUM BICARBONATE 4.2% INJ (10 mL Syringe),409553434,$4.86 
SODIUM BICARBONATE 650 mg TAB,66553000801,$1.00 
SODIUM BICARBONATE 8.4% INJ (10 ml SYRINGE),409490034,$5.03 
SODIUM BICARBONATE 8.4% INJ (50 mL Syringe),409663734,$0.76 
SODIUM BICARBONATE 8.4% INJ (Vial) (50 mL),63323000650,$0.22 
SODIUM BICARBONATE Powder 120 gm,869175310,$0.03 
sodium chloride  0.9%  BACTERIOSTATIC INJ 30 mL,409196607,$0.17 
SODIUM CHLORIDE  1 g TAB,527111610,$1.00 
SODIUM CHLORIDE 0.45% 1000 mL SOLN,264780200,$0.03 
SODIUM CHLORIDE 0.45% 500 mL SOLN,264780210,$0.02 
SODIUM CHLORIDE 0.45% with KCL 20 mEq/L 1000 mL SOLN,409925739,$0.01 
SODIUM CHLORIDE 0.65% Nasal SPRAY (Ocean (EQV)),904386575,$0.10 
SODIUM CHLORIDE 0.9% 100 mL SOLN,264180032,$0.07 
Sodium Chloride 0.9% 1000 mL (PEDS) Infusion,338005144,$19.85 
SODIUM CHLORIDE 0.9% 1000 mL IRRIG SOLN,264220100,$0.03 
SODIUM CHLORIDE 0.9% 1000 mL IRRIG SOLN.,74713809,$0.01 
SODIUM CHLORIDE 0.9% 1000 mL SOLN,264780000,$0.01 
SODIUM CHLORIDE 0.9% 20 mL SOLN ,409488820,$0.54 
SODIUM CHLORIDE 0.9% 2000 mL IRRIG SOLN,264220150,$0.01 
SODIUM CHLORIDE 0.9% 250 mL SOLN,409158302,$0.08 
SODIUM CHLORIDE 0.9% 3000 mL IRRIG SOLN,74797208,$0.01 
SODIUM CHLORIDE 0.9% 50 mL SOLN,264180031,$0.14 
SODIUM CHLORIDE 0.9% 500 mL SOLN,264780010,$0.02 
sodium chloride 0.9% FLUSH INJ 10 mL,8290033010,$0.28 
sodium chloride 0.9% FLUSH INJ 3 mL,8290031003,$4.46 
SODIUM CHLORIDE 0.9% Inhalation SOLN,49502083003,$0.20 
SODIUM CHLORIDE 0.9% with KCL 20 mEq/L 1000 mL SOLN.,264786500,$0.01 
SODIUM CHLORIDE 0.9% with KCL 40 mEq/L 1000 mL SOLN,409711609,$0.01 
SODIUM CHLORIDE 10% Inhalation SOLN,49502064115,$0.20 
SODIUM CHLORIDE 14.6% (2.5 mEq/mL) 40 mL SOLN (PF),63323013940,$0.68 
SODIUM CHLORIDE 23.4%  (4 mEq/mL) 30 mL SOLN,63323018730,$0.74 
SODIUM CHLORIDE 3% 500 mL INJ (HYPERTONIC SALINE),264780510,$0.04 
sodium chloride 7% SOLN (HyperSal (EQV)),83490010760,$0.82 
SODIUM CHLORIDE HYPERTONIC OPH. 5% 15 mL SOLN (Muro 128 (EQV)),24208027715,$5.27 
SODIUM CHLORIDE HYPERTONIC OPH. 5% OINT (Muro 128 (EQV)),17478062235,$20.57 
SODIUM CHLORIDE Oral Sol. 2.5 mEq/mL (SCN),63323013920,$0.44 
sodium citrate-citric acid 500 mg-334 mg/5 mL SOLN (15 ml) (BiCitra (EQV)),121059515,$0.54 
sodium citrate-citric acid 500 mg-334 mg/5 mL SOLN (30 mL) (BiCitra EQV)),121059530,$0.30 
sodium FERRIC GLUCONATE complex 12.5 mg/mL INJ(Ferrlecit),24279210,$11.57 
SODIUM HYALURONATE oph. 10 mg/mL Liquid (Provisc (EQV)),8065183085,$306.00 
SODIUM HYPOCHLORITE Topical 0.125% SOLN (Dakin's QUARTER Strength),436066916,$0.10 
SODIUM HYPOCHLORITE Topical 0.25% SOLN (1/2 Strength Dakins),436093616,$0.10 
SODIUM HYPOCHLORITE Topical 0.5% SOLN (Dakin's Full Strength),436094616,$0.10 
SODIUM NITRITE 3% INJ (30 mg/mL),60267007910,$19.12 
sodium phosphate 3 mmol/mL INJ,517340525,$2.73 
SODIUM POLYSTYRENE SULFONATE 15 G/60 ml SUSP (Kayexalate (EQV)),46287000660,$0.79 
sodium tetradecyl sulfate 1%  2 mL SOLN (Sotradecol(EQV)),67457016202,$84.38 
SODIUM THIOSULFATE 10% INJ (1gm/10ml),517101905,$7.44 
SODIUM THIOSULFATE 25% INJ (12.5gm/50ml),517501901,$1.86 
SORBITOL 70% ORAL LIQUID,46287050030,$0.23 
SOTALOL 20 mg (1/4 of 80 mg) TAB,15330020801,$1.98 
SOTALOL 40 mg (1/2 of 80 mg) TAB,60505022299,$10.26 
SOTALOL 80 mg TAB (Betapace (EQV)),60505022201,$10.26 
SPIRONOLACTONE 100 mg TAB (ALDACTONE (EQV)),65162051510,$3.81 
SPIRONOLACTONE 2 mg/mL Oral Susp (SCN),90000000027,$2.25 
SPIRONOLACTONE 25 mg TAB (Aldactone (EQV)),68084020601,$1.06 
spironolactone 50 mg TAB (ALDACTONE (EQV)),59746021701,$1.00 
stavudine 30 mg CAP (Zerit (EVQ)),3196601,$30.28 
stavudine 40 mg CAP (Zerit (EVQ)),31722051860,$8.79 
STERILE WATER 1000 mL SOLN Bag,409159002,$0.11 
STERILE WATER 1000 mL SOLN IVPB,409799009,$0.02 
STERILE WATER IRRIGATION  (3000 mL),409797308,$0.02 
STERILE WATER IRRIGATION (1000ml),264210100,$0.01 
STERILE WATER IRRIGATION SOLN (1500 mL),409713936,$0.02 
STERILE WATER IRRIGATION SOLN (2000ml),338000346,$0.01 
STERILE WATER VIAL INJ,409488720,$0.11 
STREPTOZOCIN 1 gm INJ (Zanosar),9084401,"$1,149.21 "
succinylcholine 100 mg/5 mL prefilled syringe,61553031370,$69.44 
succinylcholine 200 mg/10ml INJ (Anectine (EQV)),781300995,$1.48 
SUCRALFATE 1 g/10 mL ORAL SUSP (Carafate (EQV)),121074710,$3.53 
SUCRALFATE 1 gm TAB (CARAFATE (EQV)),591389205,$1.06 
sugammadex 200 mg/2 mL SOLN,6542312,$213.75 
sugammadex 500 mg/5 mL SOLN,6542315,$726.12 
Sulfacetamide Sodium 10% SOLN Pacific Pharma,11980001105,$104.10 
sulfacetamide sodium OPH. 10% OINT (Bleph-10 (EQV)),168007938,$2.93 
sulfADIAZINE 500 mg TAB,185075701,$18.52 
sulfamethoxazole-trimethoprim 200 mg/40 mg/5 mL SUSP,65862049647,$1.71 
sulfamethoxazole-trimethoprim 400 mg-80 mg TAB (Bactrim),332213009,$1.00 
sulfamethoxazole-trimethoprim 80 mg-16 mg/mL Solution,703951403,$3.57 
sulfamethoxazole-trimethoprim DS 800 mg-160 mg TAB (Bactrim DS (EQV))x,904272561,$1.00 
sulfasalazine 500 mg TAB (Azulfidine (EQV)),59762500001,$1.00 
sulfasalazine E.C. 500 mg (Azulfidine Entab (EQV)),13010201,$6.77 
SULINDAC 150 mg TAB (CLINORIL (EQV)),51079066620,$3.64 
SULINDAC 200 mg TAB (CLINORIL (EQV)),904337960,$1.88 
