FIM DESCRIPTION,AMH PRICE
OR LEV II 4.5 HR-HYBRID/ROBOTIC,16331
OR LEV II 5.0 HR,16467
OR LEV II 5.0 HR-HYBRID/ROBOTIC,18116
OR LEV II 5.5 HR,18089
OR LEV II 5.5 HR-HYBRID/ROBOTIC,19901
OR LEV II 6.0 HR,19711
OR LEV II 6.0 HR-HYBRID/ROBOTIC,21686
OR LEV II 6.5 HR,21333
OR LEV II 6.5 HR-HYBRID/ROBOTIC,23471
OR LEV II 7.0 HR,22955
OR LEV II 7.0 HR-HYBRID/ROBOTIC,25256
OR LEV II 7.5 HR,24577
OR LEV II 7.5 HR-HYBRID/ROBOTIC,27041
OR LEV II 8.0 HR,26199
OR LEV II 8.5 HR,27821
OR LEV II 9.0 HR,29443
OR LEV II 9.5 HR,31065
OR LEV III 0.5 HR,2052
OR LEV III 0.5 HR-HYBRID/ROBOTIC,2258
OR LEV III 1.0 HR,3837
OR LEV III 1.0 HR-HYBRID/ROBOTIC,4221
OR LEV III 1.5 HR,5622
OR LEV III 1.5 HR-HYBRID/ROBOTIC,6184
OR LEV III 10.0 HR,35966
OR LEV III 10.5 HR,37751
OR LEV III 11.0 HR,39536
OR LEV III 11.5 HR,41321
OR LEV III 12.0 HR,43106
OR LEV III 12.5 HR,44891
OR LEV III 13.0 HR,46676
OR LEV III 13.5 HR,48461
OR LEV III 14.0 HR,50246
OR LEV III 14.5 HR,52031
OR LEV III 15.0 HR,53816
OR LEV III 15.5 HR,55601
OR LEV III 16.0 HR,57386
OR LEV III 16.5 HR,59171
OR LEV III 17.0 HR,60956
OR LEV III 17.5 HR,62741
OR LEV III 18.0 HR,64526
OR LEV III 18.5 HR,66311
OR LEV III 19.0 HR,68096
OR LEV III 19.5 HR,69881
OR LEV III 2.0 HR,7407
OR LEV III 2.0 HR-HYBRID/ROBOTIC,8147
OR LEV III 2.5 HR,9191
OR LEV III 2.5 HR-HYBRID/ROBOTIC,10111
OR LEV III 20.0 HR,71666
OR LEV III 3.0 HR,10976
OR LEV III 3.0 HR-HYBRID/ROBOTIC,12074
OR LEV III 3.5 HR,12761
OR LEV III 3.5 HR-HYBRID/ROBOTIC,14037
OR LEV III 4.0 HR,14546
OR LEV III 4.0 HR-HYBRID/ROBOTIC,16000
OR LEV III 4.5 HR,16331
OR LEV III 4.5 HR-HYBRID/ROBOTIC,17963
OR LEV III 5.0 HR,18116
OR LEV III 5.0 HR-HYBRID/ROBOTIC,19926
OR LEV III 5.5 HR,19901
OR LEV III 5.5 HR-HYBRID/ROBOTIC,21889
OR LEV III 6.0 HR,21686
OR LEV III 6.0 HR-HYBRID/ROBOTIC,23852
OR LEV III 6.5 HR,23471
OR LEV III 6.5 HR-HYBRID/ROBOTIC,25815
OR LEV III 7.0 HR,25256
OR LEV III 7.0 HR-HYBRID/ROBOTIC,27778
OR LEV III 7.5 HR,27041
OR LEV III 7.5 HR-HYBRID/ROBOTIC,29741
OR LEV III 8.0 HR,28826
OR LEV III 8.5 HR,30611
OR LEV III 9.0 HR,32396
OR LEV III 9.5 HR,34181
OR LEV IV 0.5 HR,2258
OR LEV IV 0.5 HR-HYBRID/ROBOTIC,2596
OR LEV IV 1.0 HR,4221
OR LEV IV 1.0 HR-HYBRID/ROBOTIC,4854
OR LEV IV 1.5 HR,6184
OR LEV IV 1.5 HR-HYBRID/ROBOTIC,7112
OR LEV IV 10.0 HR,39555
OR LEV IV 10.0 HR-HYBRID/ROBOTIC,45495
OR LEV IV 10.5 HR,41518
OR LEV IV 10.5 HR-HYBRID/ROBOTIC,47753
OR LEV IV 11.0 HR,43481
OR LEV IV 11.0 HR-HYBRID/ROBOTIC,50011
OR LEV IV 11.5 HR,45444
OR LEV IV 11.5 HR-HYBRID/ROBOTIC,52269
OR LEV IV 12.0 HR,47407
OR LEV IV 12.0 HR-HYBRID/ROBOTIC,54527
OR LEV IV 12.5 HR,49370
OR LEV IV 13.0 HR,51333
OR LEV IV 13.5 HR,53296
OR LEV IV 14.0 HR,55259
OR LEV IV 14.5 HR,57222
OR LEV IV 15.0 HR,59185
OR LEV IV 15.5 HR,61148
OR LEV IV 16.0 HR,63111
OR LEV IV 16.5 HR,65074
OR LEV IV 17.0 HR,67037
OR LEV IV 17.5 HR,69000
OR LEV IV 18.0 HR,70963
OR LEV IV 18.5 HR,72926
OR LEV IV 19.0 HR,74889
OR LEV IV 19.5 HR,76852
OR LEV IV 2.0 HR,8147
OR LEV IV 2.0 HR-HYBRID/ROBOTIC,9370
OR LEV IV 2.5 HR,10111
OR LEV IV 2.5 HR-HYBRID/ROBOTIC,11627
OR LEV IV 20.0 HR,78815
OR LEV IV 3.0 HR,12074
OR LEV IV 3.0 HR-HYBRID/ROBOTIC,13885
OR LEV IV 3.5 HR,14037
OR LEV IV 3.5 HR-HYBRID/ROBOTIC,16143
OR LEV IV 4.0 HR,16000
OR LEV IV 4.0 HR-HYBRID/ROBOTIC,18400
OR LEV IV 4.5 HR,17964
OR LEV IV 4.5 HR-HYBRID/ROBOTIC,20658
OR LEV IV 5.0 HR,19927
OR LEV IV 5.0 HR-HYBRID/ROBOTIC,22916
OR LEV IV 5.5 HR,21890
OR LEV IV 5.5 HR-HYBRID/ROBOTIC,25173
OR LEV IV 6.0 HR,23853
OR LEV IV 6.0 HR-HYBRID/ROBOTIC,27431
OR LEV IV 6.5 HR,25814
OR LEV IV 6.5 HR-HYBRID/ROBOTIC,29689
OR LEV IV 7.0 HR,27777
OR LEV IV 7.0 HR-HYBRID/ROBOTIC,31947
OR LEV IV 7.5 HR,29740
OR LEV IV 7.5 HR-HYBRID/ROBOTIC,34205
OR LEV IV 8.0 HR,31703
OR LEV IV 8.0 HR-HYBRID/ROBOTIC,36463
OR LEV IV 8.5 HR,33666
OR LEV IV 8.5 HR-HYBRID/ROBOTIC,38721
OR LEV IV 9.0 HR,35629
OR LEV IV 9.0 HR-HYBRID/ROBOTIC,40979
OR LEV IV 9.5 HR-HYBRID/ROBOTIC,43237
OR LEV IV 9.5HR,37592
OR LEV IX 0.5 HR,4541
OR LEV IX 0.5 HR-HYBRID/ROBOTIC,5222
OR LEV IX 1.0 HR,8490
OR LEV IX 1.0 HR-HYBRID/ROBOTIC,9763
OR LEV IX 1.5 HR,12439
OR LEV IX 1.5 HR-HYBRID/ROBOTIC,14304
OR LEV IX 10.0 HR,79567
OR LEV IX 10.0 HR-HYBRID/ROBOTIC,91502
OR LEV IX 10.5 HR,83521
OR LEV IX 10.5 HR-HYBRID/ROBOTIC,96043
OR LEV IX 11.0 HR,87470
OR LEV IX 11.0 HR-HYBRID/ROBOTIC,100584
OR LEV IX 11.5 HR,91419
OR LEV IX 11.5 HR-HYBRID/ROBOTIC,105125
OR LEV IX 12.0 HR,95368
OR LEV IX 12.0 HR-HYBRID/ROBOTIC,109666
OR LEV IX 12.5 HR,99317
OR LEV IX 13.0 HR,103266
OR LEV IX 13.5 HR,107215
OR LEV IX 14.0 HR,111164
OR LEV IX 14.5 HR,115113
OR LEV IX 15.0 HR,119062
OR LEV IX 15.5 HR,123011
OR LEV IX 16.0 HR,126960
OR LEV IX 16.5 HR,130909
OR LEV IX 17.0 HR,134858
OR LEV IX 17.5 HR,138807
OR LEV IX 18.0 HR,142756
OR LEV IX 18.5 HR,146705
OR LEV IX 19.0 HR,150654
OR LEV IX 19.5 HR,154603
OR LEV IX 2.0 HR,16387
OR LEV IX 2.0 HR-HYBRID/ROBOTIC,18845
OR LEV IX 2.5 HR,20336
OR LEV IX 2.5 HR-HYBRID/ROBOTIC,23386
OR LEV IX 20.0 HR,158552
OR LEV IX 3.0 HR,24285
OR LEV IX 3.0 HR-HYBRID/ROBOTIC,27928
OR LEV IX 3.5 HR,28234
OR LEV IX 3.5 HR-HYBRID/ROBOTIC,32469
OR LEV IX 4.0 HR,32182
OR LEV IX 4.0 HR-HYBRID/ROBOTIC,37010
OR LEV IX 4.5 HR,36131
OR LEV IX 4.5 HR-HYBRID/ROBOTIC,41551
OR LEV IX 5.0 HR,40080
OR LEV IX 5.0 HR-HYBRID/ROBOTIC,46092
OR LEV IX 5.5 HR,44029
OR LEV IX 5.5 HR-HYBRID/ROBOTIC,50633
OR LEV IX 6.0 HR,47977
OR LEV IX 6.0 HR-HYBRID/ROBOTIC,55174
OR LEV IX 6.5 HR,51926
OR LEV IX 6.5 HR-HYBRID/ROBOTIC,59715
OR LEV IX 7.0 HR,55875
OR LEV IX 7.0 HR-HYBRID/ROBOTIC,64256
OR LEV IX 7.5 HR,59824
OR LEV IX 7.5 HR-HYBRID/ROBOTIC,68797
OR LEV IX 8.0 HR,63772
OR LEV IX 8.0 HR-HYBRID/ROBOTIC,73338
OR LEV IX 8.5 HR,67721
OR LEV IX 8.5 HR-HYBRID/ROBOTIC,77879
OR LEV IX 9.0 HR,71670
OR LEV IX 9.0 HR-HYBRID/ROBOTIC,82420
OR LEV IX 9.5 HR,75619
OR LEV IX 9.5 HR-HYBRID/ROBOTIC,86961
OR LEV V 0.5 HR,2596
OR LEV V 0.5 HR-HYBRID/ROBOTIC,2986
OR LEV V 1.0 HR,4854
OR LEV V 1.0 HR-HYBRID/ROBOTIC,5582
OR LEV V 1.5 HR,7112
OR LEV V 1.5 HR-HYBRID/ROBOTIC,8179
OR LEV V 10.0 HR,45487
OR LEV V 10.0 HR-HYBRID/ROBOTIC,52315
OR LEV V 10.5 HR,47744
OR LEV V 10.5 HR-HYBRID/ROBOTIC,54911
OR LEV V 11.0 HR,50001
OR LEV V 11.0 HR-HYBRID/ROBOTIC,57507
OR LEV V 11.5 HR,52258
OR LEV V 11.5 HR-HYBRID/ROBOTIC,60103
OR LEV V 12.0 HR,54515
OR LEV V 12.0 HR-HYBRID/ROBOTIC,62699
OR LEV V 12.5 HR,56772
OR LEV V 13.0 HR,59029
OR LEV V 13.5 HR,61286
OR LEV V 14.0 HR,63543
OR LEV V 14.5 HR,65800
OR LEV V 15.0 HR,68057
OR LEV V 15.5 HR,70314
OR LEV V 16.0 HR,72571
OR LEV V 16.5 HR,74828
OR LEV V 17.0 HR,77085
OR LEV V 17.5 HR,79342
OR LEV V 18.0 HR,81599
OR LEV V 18.5 HR,83856
OR LEV V 19.0 HR,86113
OR LEV V 19.5 HR,88370
OR LEV V 2.0 HR,9370
OR LEV V 2.0 HR-HYBRID/ROBOTIC,10775
OR LEV V 2.5 HR,11627
OR LEV V 2.5 HR-HYBRID/ROBOTIC,13371
OR LEV V 20.0 HR,90627
OR LEV V 3.0 HR,13885
OR LEV V 3.0 HR-HYBRID/ROBOTIC,15968
OR LEV V 3.5 HR,16143
OR LEV V 3.5 HR-HYBRID/ROBOTIC,18564
OR LEV V 4.0 HR,18400
OR LEV V 4.0 HR-HYBRID/ROBOTIC,21160
OR LEV V 4.5 HR,20658
OR LEV V 4.5 HR-HYBRID/ROBOTIC,23757
OR LEV V 5.0 HR,22916
OR LEV V 5.0 HR-HYBRID/ROBOTIC,26353
OR LEV V 5.5 HR,25173
OR LEV V 5.5 HR-HYBRID/ROBOTIC,28950
OR LEV V 6.0 HR,27431
OR LEV V 6.0 HR-HYBRID/ROBOTIC,31546
OR LEV V 6.5 HR,29688
OR LEV V 6.5 HR-HYBRID/ROBOTIC,34142
OR LEV V 7.0 HR,31945
OR LEV V 7.0 HR-HYBRID/ROBOTIC,36739
OR LEV V 7.5 HR,34202
OR LEV V 7.5 HR-HYBRID/ROBOTIC,39335
OR LEV V 8.0 HR,36459
OR LEV V 8.0 HR-HYBRID/ROBOTIC,41931
OR LEV V 8.5 HR,38716
OR LEV V 8.5 HR-HYBRID/ROBOTIC,44527
OR LEV V 9.0 HR,40973
OR LEV V 9.0 HR-HYBRID/ROBOTIC,47123
OR LEV V 9.5 HR-HYBRID/ROBOTIC,49719
OR LEV V 9.5HR,43230
OR LEV VI 0.5 HR,2986
OR LEV VI 0.5 HR-HYBRID/ROBOTIC,3434
OR LEV VI 1.0 HR,5582
OR LEV VI 1.0 HR-HYBRID/ROBOTIC,6420
OR LEV VI 1.5 HR,8179
OR LEV VI 1.5 HR-HYBRID/ROBOTIC,9405
OR LEV VI 10.0 HR,52314
OR LEV VI 10.0 HR-HYBRID/ROBOTIC,60165
OR LEV VI 10.5 HR,54910
OR LEV VI 10.5 HR-HYBRID/ROBOTIC,63151
OR LEV VI 11.0 HR,57506
OR LEV VI 11.0 HR-HYBRID/ROBOTIC,66137
OR LEV VI 11.5 HR,60102
OR LEV VI 11.5 HR-HYBRID/ROBOTIC,69123
OR LEV VI 12.0 HR,62698
OR LEV VI 12.0 HR-HYBRID/ROBOTIC,72109
OR LEV VI 12.5 HR,65294
OR LEV VI 13.0 HR,67890
OR LEV VI 13.5 HR,70486
OR LEV VI 14.0 HR,73082
OR LEV VI 14.5 HR,75678
OR LEV VI 15.0 HR,78274
OR LEV VI 15.5 HR,80870
OR LEV VI 16.0 HR,83466
OR LEV VI 16.5 HR,86062
OR LEV VI 17.0 HR,88658
OR LEV VI 17.5 HR,91254
OR LEV VI 18.0 HR,93850
OR LEV VI 18.5 HR,96446
OR LEV VI 19.0 HR,99042
OR LEV VI 19.5 HR,101638
OR LEV VI 2.0 HR,10775
OR LEV VI 2.0 HR-HYBRID/ROBOTIC,12391
OR LEV VI 2.5 HR,13371
OR LEV VI 2.5 HR-HYBRID/ROBOTIC,15377
OR LEV VI 20.0 HR,104234
OR LEV VI 3.0 HR,15968
OR LEV VI 3.0 HR-HYBRID/ROBOTIC,18363
OR LEV VI 3.5 HR,18564
OR LEV VI 3.5 HR-HYBRID/ROBOTIC,21349
OR LEV VI 4.0 HR,21160
OR LEV VI 4.0 HR-HYBRID/ROBOTIC,24334
OR LEV VI 4.5 HR,23757
OR LEV VI 4.5 HR-HYBRID/ROBOTIC,27320
OR LEV VI 5.0 HR,26353
OR LEV VI 5.0 HR-HYBRID/ROBOTIC,30306
OR LEV VI 5.5 HR,28950
OR LEV VI 5.5 HR-HYBRID/ROBOTIC,33292
OR LEV VI 6.0 HR,31546
OR LEV VI 6.0 HR-HYBRID/ROBOTIC,36278
OR LEV VI 6.5 HR,34142
OR LEV VI 6.5 HR-HYBRID/ROBOTIC,39264
OR LEV VI 7.0 HR,36738
OR LEV VI 7.0 HR-HYBRID/ROBOTIC,42249
OR LEV VI 7.5 HR,39334
OR LEV VI 7.5 HR-HYBRID/ROBOTIC,45235
OR LEV VI 8.0 HR,41930
OR LEV VI 8.0 HR-HYBRID/ROBOTIC,48221
OR LEV VI 8.5 HR,44526
OR LEV VI 8.5 HR-HYBRID/ROBOTIC,51207
OR LEV VI 9.0 HR,47122
OR LEV VI 9.0 HR-HYBRID/ROBOTIC,54193
OR LEV VI 9.5 HR-HYBRID/ROBOTIC,57179
OR LEV VI 9.5HR,49718
OR LEV VII 0.5 HR,3434
OR LEV VII 0.5 HR-HYBRID/ROBOTIC,3949
OR LEV VII 1.0 HR,6420
OR LEV VII 1.0 HR-HYBRID/ROBOTIC,7382
OR LEV VII 1.5 HR,9405
OR LEV VII 1.5 HR-HYBRID/ROBOTIC,10816
OR LEV VII 10.0 HR,60164
OR LEV VII 10.0 HR-HYBRID/ROBOTIC,69189
OR LEV VII 10.5 HR,63150
OR LEV VII 10.5 HR-HYBRID/ROBOTIC,72623
OR LEV VII 11.0 HR,66136
OR LEV VII 11.0 HR-HYBRID/ROBOTIC,76057
OR LEV VII 11.5 HR,69122
OR LEV VII 11.5 HR-HYBRID/ROBOTIC,79491
OR LEV VII 12.0 HR,72108
OR LEV VII 12.0 HR-HYBRID/ROBOTIC,82925
OR LEV VII 12.5 HR,75094
OR LEV VII 13.0 HR,78080
OR LEV VII 13.5 HR,81066
OR LEV VII 14.0 HR,84052
OR LEV VII 14.5 HR,87038
OR LEV VII 15.0 HR,90024
OR LEV VII 15.5 HR,93010
OR LEV VII 16.0 HR,95996
OR LEV VII 16.5 HR,98982
OR LEV VII 17.0 HR,101968
OR LEV VII 17.5 HR,104954
OR LEV VII 18.0 HR,107940
OR LEV VII 18.5 HR,110926
OR LEV VII 19.0 HR,113912
OR LEV VII 19.5 HR,116898
OR LEV VII 2.0 HR,12391
OR LEV VII 2.0 HR-HYBRID/ROBOTIC,14250
OR LEV VII 2.5 HR,15377
OR LEV VII 2.5 HR-HYBRID/ROBOTIC,17684
OR LEV VII 20.0 HR,119884
OR LEV VII 3.0 HR,18363
OR LEV VII 3.0 HR-HYBRID/ROBOTIC,21117
OR LEV VII 3.5 HR,21349
OR LEV VII 3.5 HR-HYBRID/ROBOTIC,24551
OR LEV VII 4.0 HR,24334
OR LEV VII 4.0 HR-HYBRID/ROBOTIC,27985
OR LEV VII 4.5 HR,27320
OR LEV VII 4.5 HR-HYBRID/ROBOTIC,31418
OR LEV VII 5.0 HR,30306
OR LEV VII 5.0 HR-HYBRID/ROBOTIC,34852
OR LEV VII 5.5 HR,33292
OR LEV VII 5.5 HR-HYBRID/ROBOTIC,38286
OR LEV VII 6.0 HR,36278
OR LEV VII 6.0 HR-HYBRID/ROBOTIC,41719
OR LEV VII 6.5 HR,39264
OR LEV VII 6.5 HR-HYBRID/ROBOTIC,45153
OR LEV VII 7.0 HR,42249
OR LEV VII 7.0 HR-HYBRID/ROBOTIC,48587
OR LEV VII 7.5 HR,45235
OR LEV VII 7.5 HR-HYBRID/ROBOTIC,52020
OR LEV VII 8.0 HR,48221
OR LEV VII 8.0 HR-HYBRID/ROBOTIC,55454
OR LEV VII 8.5 HR,51207
OR LEV VII 8.5 HR-HYBRID/ROBOTIC,58888
OR LEV VII 9.0 HR,54193
OR LEV VII 9.0 HR-HYBRID/ROBOTIC,62321
OR LEV VII 9.5 HR,57178
OR LEV VII 9.5 HR-HYBRID/ROBOTIC,65755
OR LEV VIII 0.5 HR,3949
OR LEV VIII 0.5 HR-HYBRID/ROBOTIC,4541
OR LEV VIII 1.0 HR,7382
OR LEV VIII 1.0 HR-HYBRID/ROBOTIC,8490
OR LEV VIII 1.5 HR,10816
OR LEV VIII 1.5 HR-HYBRID/ROBOTIC,12439
OR LEV VIII 10.0 HR,69189
OR LEV VIII 10.0 HR-HYBRID/ROBOT,79567
OR LEV VIII 10.5 HR,72623
OR LEV VIII 10.5 HR-HYBRID/ROBOTI,83515
OR LEV VIII 11.0 HR,76057
OR LEV VIII 11.0 HR-HYBRID/ROBOTI,87463
OR LEV VIII 11.5 HR,79491
OR LEV VIII 11.5 HR-HYBRID/ROBOTI,91411
OR LEV VIII 12.0 HR,82925
OR LEV VIII 12.0 HR-HYBRID/ROBOTI,95359
OR LEV VIII 12.5 HR,98792
OR LEV VIII 13.0 HR,102225
OR LEV VIII 13.5 HR,105658
OR LEV VIII 14.0 HR,109091
OR LEV VIII 14.5 HR,112524
OR LEV VIII 15.0 HR,115957
OR LEV VIII 15.5 HR,119390
OR LEV VIII 16.0 HR,122823
OR LEV VIII 16.5 HR,126256
OR LEV VIII 17.0 HR,129689
OR LEV VIII 17.5 HR,133122
OR LEV VIII 18.0 HR,136555
OR LEV VIII 18.5 HR,139988
OR LEV VIII 19.0 HR,143421
OR LEV VIII 19.5 HR,146854
OR LEV VIII 2.0 HR,14250
OR LEV VIII 2.0 HR-HYBRID/ROBOTIC,16387
OR LEV VIII 2.5 HR,17684
OR LEV VIII 2.5 HR-HYBRID/ROBOTIC,20336
OR LEV VIII 20.0 HR,150287
OR LEV VIII 3.0 HR,21117
OR LEV VIII 3.0 HR-HYBRID/ROBOTIC,24285
OR LEV VIII 3.5 HR,24551
OR LEV VIII 3.5 HR-HYBRID/ROBOTIC,28234
OR LEV VIII 4.0 HR,27985
OR LEV VIII 4.0 HR-HYBRID/ROBOTIC,32182
OR LEV VIII 4.5 HR,31418
OR LEV VIII 4.5 HR-HYBRID/ROBOTIC,36131
OR LEV VIII 5.0 HR,34852
OR LEV VIII 5.0 HR-HYBRID/ROBOTIC,40080
OR LEV VIII 5.5 HR,38286
OR LEV VIII 5.5 HR-HYBRID/ROBOTIC,44029
OR LEV VIII 6.0 HR,41719
OR LEV VIII 6.0 HR-HYBRID/ROBOTIC,47977
OR LEV VIII 6.5 HR,45153
OR LEV VIII 6.5 HR-HYBRID/ROBOTIC,51926
OR LEV VIII 7.0 HR,48587
OR LEV VIII 7.0 HR-HYBRID/ROBOTIC,55875
OR LEV VIII 7.5 HR,52020
OR LEV VIII 7.5 HR-HYBRID/ROBOTIC,59824
OR LEV VIII 8.0 HR,55454
OR LEV VIII 8.0 HR-HYBRID/ROBOTIC,63772
OR LEV VIII 8.5 HR,58888
OR LEV VIII 8.5 HR-HYBRID/ROBOTIC,67721
OR LEV VIII 9.0 HR,62321
OR LEV VIII 9.0 HR-HYBRID/ROBOTIC,71670
OR LEV VIII 9.5 HR,65755
OR LEV VIII 9.5 HR-HYBRID/ROBOTIC,75619
OR LEV X 0.5 HR,5222
OR LEV X 0.5 HR-HYBRID/ROBOTIC,6006
OR LEV X 1.0 HR,9763
OR LEV X 1.0 HR-HYBRID/ROBOTIC,11228
OR LEV X 1.5 HR,14304
OR LEV X 1.5 HR-HYBRID/ROBOTIC,16450
OR LEV X 10.0 HR,91502
OR LEV X 10.0 HR-HYBRID/ROBOTIC,105228
OR LEV X 10.5 HR,96043
OR LEV X 10.5 HR-HYBRID/ROBOTIC,110451
OR LEV X 11.0 HR,100584
OR LEV X 11.0 HR-HYBRID/ROBOTIC,115674
OR LEV X 11.5 HR,105125
OR LEV X 11.5 HR-HYBRID/ROBOTIC,120897
OR LEV X 12.0 HR,109666
OR LEV X 12.0 HR-HYBRID/ROBOTIC,126120
OR LEV X 12.5 HR,114207
OR LEV X 13.0 HR,118748
OR LEV X 13.5 HR,123289
OR LEV X 14.0 HR,127830
OR LEV X 14.5 HR,132371
OR LEV X 15.0 HR,136912
OR LEV X 15.5 HR,141453
OR LEV X 16.0 HR,145994
OR LEV X 16.5 HR,150535
OR LEV X 17.0 HR,155076
OR LEV X 17.5 HR,159617
OR LEV X 18.0 HR,164158
OR LEV X 18.5 HR,168699
OR LEV X 19.0 HR,173240
OR LEV X 19.5 HR,177781
OR LEV X 2.0 HR,18845
OR LEV X 2.0 HR-HYBRID/ROBOTIC,21672
OR LEV X 2.5 HR,23386
OR LEV X 2.5 HR-HYBRID/ROBOTIC,26894
OR LEV X 20.0 HR,182322
OR LEV X 3.0 HR,27928
OR LEV X 3.0 HR-HYBRID/ROBOTIC,32117
OR LEV X 3.5 HR,32469
OR LEV X 3.5 HR-HYBRID/ROBOTIC,37339
OR LEV X 4.0 HR,37010
OR LEV X 4.0 HR-HYBRID/ROBOTIC,42561
OR LEV X 4.5 HR,41551
OR LEV X 4.5 HR-HYBRID/ROBOTIC,47783
OR LEV X 5.0 HR,46092
OR LEV X 5.0 HR-HYBRID/ROBOTIC,53006
OR LEV X 5.5 HR,50633
OR LEV X 5.5 HR-HYBRID/ROBOTIC,58228
OR LEV X 6.0 HR,55174
OR LEV X 6.0 HR-HYBRID/ROBOTIC,63450
OR LEV X 6.5 HR,59715
OR LEV X 6.5 HR-HYBRID/ROBOTIC,68672
OR LEV X 7.0 HR,64256
OR LEV X 7.0 HR-HYBRID/ROBOTIC,73894
OR LEV X 7.5 HR,68797
OR LEV X 7.5 HR-HYBRID/ROBOTIC,79117
OR LEV X 8.0 HR,73338
OR LEV X 8.0 HR-HYBRID/ROBOTIC,84339
OR LEV X 8.5 HR,77879
OR LEV X 8.5 HR-HYBRID/ROBOTIC,89561
OR LEV X 9.0 HR,82420
OR LEV X 9.0 HR-HYBRID/ROBOTIC,94783
OR LEV X 9.5 HR,86961
OR LEV X 9.5 HR-HYBRID/ROBOTIC,100005
OR PERF ASSESS EA 15 MIN MOD 59,185
ORAL/FACIAL PHOTOGRAPHIC IMAGES,75
ORBIT MIN 4 VIEWS BILAT,919
ORBIT MIN 4 VIEWS LEFT,919
ORBIT MIN 4 VIEWS RIGHT,919
ORBITS MIN 4 VIEWS,652.99
ORTH/PROSTH CHK EA15MIN SUBSEQUEN,110
ORTHO FIT&TRAIN EA 15MIN INITIAL,110
ORTHO FIT&TRAIN EA 15MIN INITIAL,110
ORTHO FIT&TRAIN EA 15MIN INITIAL,110
ORTHO FIT&TRN EA 15MIN MOD59 INIT,110
ORTHO FIT&TRN EA15MIN INITIAL,110
ORTHO FIT&TRN EA15MIN MOD59 INIT,110
ORTHO FIT&TRN EA15MIN MOD59 INITL,110
ORTHO FIT&TRN EA15MIN MOD59 INITL,110
ORTHO FIT&TRN EA15MIN MOD59 INTL,110
ORTHO FIT/TRAIN EA 15 MIN INITIAL,110
ORTHO FIT/TRAIN EA 15MIN INITIAL,110
ORTHO FIT/TRAIN EA 15MN INITIAL,110
ORTHO FIT/TRAIN EACH 15MN INITIAL,110
ORTHO FIT/TRAIN EACH 15MN INITIAL,110
ORTHO FIT/TRAIN EACH 15MN INITIAL,110
ORTHO FIT/TRN EA 15MIN MOD59 INIT,110
ORTHO FIT/TRN EA 15MIN MOD59 INIT,110
ORTHO FIT/TRN EA15 MIN MOD59 INIT,110
ORTHO FIT/TRN EA15MIN MOD59 INITL,110
ORTHO FIT/TRN EA15MIN MOD59 INITL,110
ORTHO/PROST CHECK EA 15 MIN SBSQ,110
ORTHO/PROST CHECK EA 15 MIN SBSQ,110
ORTHO/PROST CHECK EA 15MIN SBSQ,110
ORTHO/PROST CHECK EA 15MIN SBSQ,110
ORTHO/PROST CHECK EA 15MIN SBSQ,110
ORTHO/PROST CHECK EA 15MIN SBSQ,110
ORTHO/PROST CHECK EA 15MIN SBSQ,110
ORTHO/PROST CHECK EA 15MIN SUBSEQ,110
ORTHO/PROST CHECK EA 15MN SUBSEQ,110
ORTHO/PROST CHECK EA15MIN SBSQ,110
ORTHO/PROSTH CHK EA 15MIN SBSQ,110
ORTHOPANT-DENTAL CLINIC,304
ORTHOTICS FIT&TRN EA15MIN INITIAL,110
OS CALCIS MIN 2V LEFT,757
OS CALCIS MIN 2V RIGHT,757
OSMOLALITY URINE,26.52
OSMOLITY-SERUM,25.77
OSSCOUS SURVEY COMPLETE,338
OSSEOUS SURG 1-3 CONTG TH/QUAD,375
OSSEOUS SURG/QUAD,470
OSTEOCALCIN,212.69
OT HOT/COLD PACK,50
OT MASSAGE THERAPY 15MIN,175
OT MASSAGE THERAPY 15MIN,175
OT PERF ASSESS EA 15 MIN,185
OT PERF ASSESS EA 15 MIN,185
OT PERF ASSESS EA 15 MIN,185
OT PERF ASSESS EA 15 MIN,185
OT PERF ASSESS EA 15 MIN MOD 59,185
OT PERF ASSESS EA 15 MIN MOD 59,185
OT RE-EVAL WITH THERAPY MOD 59,269
OT RE-EVAL WITH THERAPY MOD 59,269
OT RE-EVAL WITH THERAPY MOD 59,269
OT SENSORY INTEGRATION,145
OT ULTRASOUND 15MIN,190
OT WORK TOLERANCE ADD 1 H,206
OT WORK TOLERANCE ADD 1 H,206
OT WORK TOLERANCE EA ADD HR,206
OT WORK TOLERANCE INIT 2 HR,400
OT WORK TOLERANCE INIT 2 HRS,400
OT WORK TOLERANCE INIT 2 HRS,400
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT CURRENT STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
OTHER PT/OT D/C STATUS,0.01
